F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,CLAIMNO
F,11,4,2,C,S2,M1,L1,B,0,2.00,0
P,10,10,2,M1,S1,M1,L2,D,0,1.00,0
F,9,2,2,M2,S2,M2,L2,D,2,3.00,0
P,1,6,3,H1,S5,M2,L2,D,1,2.00,0
F,15,14,2,H1,S1,M3,L2,D,1,1.00,0
F,2,6,3,H1,S1,M3,L2,D,2,0.86,0
F,1,0,2,M2,S5,M2,L2,D,4,1.00,1
F,14,0,2,M2,S2,M3,L2,D,5,1.00,0
F,9,14,2,M2,S5,M1,L2,D,0,1.00,0
P,13,20,2,C,S2,M0,L2,B,0,1.00,0
F,11,0,2,H1,S1,M2,L1,D,1,1.00,0
P,7,6,2,H1,S5,M3,L3,D,1,1.00,0
F,1,8,3,H1,S1,M3,L3,D,0,1.00,0
F,4,0,2,M2,S1,M1,L2,D,4,1.00,0
F,9,0,2,M1,S0,M1,L2,B,1,1.00,0
F,7,14,2,H2,S2,M3,L2,B,0,1.00,0
F,4,4,2,M1,S1,M0,L1,B,1,1.00,0
F,12,10,2,M1,S3,M0,L2,B,0,2.00,0
F,11,4,2,H1,S0,M2,L3,D,2,1.00,0
F,3,6,2,H2,S2,M3,L4,D,0,0.83,0
F,1,2,2,M2,S1,M1,L2,D,4,1.00,0
F,8,4,2,M2,S0,M2,L1,D,1,1.00,0
F,12,2,2,H2,S5,M3,L2,D,1,0.37,0
P,14,10,2,M2,S1,M1,L1,B,1,0.13,0
F,12,10,3,M2,S1,M1,L4,D,0,1.00,0
F,10,10,2,C,S1,M2,L2,B,0,0.99,0
F,13,14,2,H1,S1,M2,L2,B,0,0.54,0
F,1,2,2,M2,S1,M1,L3,E,3,0.80,0
F,3,4,2,M1,S1,M0,L3,D,0,1.00,0
F,15,2,2,M1,S0,M1,L1,B,0,1.00,0
F,3,2,3,H1,S2,M3,L2,D,1,1.00,0
F,11,6,2,M2,S1,M2,L2,D,0,95.20,3
P,3,0,2,M1,S1,M1,L3,D,0,3.00,0
F,11,14,2,M1,S3,M1,L1,B,0,64.24,4
F,3,6,2,C,S3,M1,L2,B,0,5.80,1
F,4,20,2,C,S2,M0,L1,B,0,128.08,2
F,1,2,2,H1,S3,M2,L2,D,3,13.69,0
F,1,0,3,M2,S2,M2,L2,D,4,5.00,0
F,1,20,2,H1,S1,M2,L1,D,0,2.00,0
F,4,10,3,M1,S1,M1,L2,D,0,18.20,1
F,11,20,2,C,S1,M1,L1,B,0,35.06,0
F,4,4,2,M2,S3,M2,L3,D,0,1.31,1
F,1,0,3,M2,S2,M2,L2,D,1,8.63,0
F,1,14,2,C,S2,M1,L3,B,0,15.37,1
F,2,14,2,M2,S3,M2,L2,D,0,30.00,1
F,1,14,2,H1,S1,M3,L2,D,0,41.59,2
F,11,8,2,M1,S3,M1,L1,B,0,12.69,1
F,14,10,2,M1,S5,M1,L1,B,0,5.05,0
F,6,2,2,M1,S3,M0,L2,D,0,1.00,0
P,6,4,2,M2,S1,M2,L2,D,0,4.24,0
F,2,8,2,M1,S3,M0,L2,B,0,1.00,0
F,1,6,3,M1,S1,M1,L1,B,0,4.00,0
F,5,4,2,M2,S2,M1,L3,D,0,8.80,0
F,3,0,2,C,S3,M0,L1,B,0,4.00,0
F,7,10,2,C,S2,M1,L1,B,0,35.77,0
F,8,20,2,M1,S2,M1,L1,D,0,8.85,0
F,2,10,2,M1,S1,M2,L1,D,0,17.35,1
P,1,2,2,M2,S5,M2,L2,D,4,4.20,0
F,2,20,1,C,S3,M0,L1,B,0,1.00,0
F,9,10,3,M1,S1,M1,L2,B,0,2.00,0
F,9,20,2,C,S1,M0,L2,D,0,7.00,0
F,1,2,2,M1,S2,M1,L2,B,3,18.32,0
F,1,8,2,H2,S2,M3,L3,D,1,7.51,0
F,3,6,2,H1,S2,M2,L2,D,0,23.52,1
F,13,4,2,H1,S1,M2,L3,D,0,1.95,0
P,1,4,3,H2,S5,M3,L2,D,0,0.92,0
F,1,6,3,M1,S1,M2,L2,D,0,17.48,2
F,3,0,2,M2,S2,M2,L1,D,1,10.75,0
F,4,0,2,M2,S1,M2,L4,D,0,1.00,0
F,1,0,2,M1,S1,M2,L3,B,4,1.00,0
F,14,0,3,H2,S1,M3,L1,D,3,1.00,0
F,1,6,2,M1,S3,M1,L2,B,1,13.00,1
F,1,6,2,M1,S2,M0,L1,B,0,34.08,0
F,5,0,2,M1,S2,M1,L2,D,0,24.87,0
F,1,0,2,M2,S3,M2,L2,D,4,7.00,0
F,9,6,2,C,S2,M1,L2,B,0,5.44,0
F,2,10,2,H2,S3,M2,L1,B,1,0.50,0
F,11,6,2,M2,S1,M1,L1,D,1,4.86,1
F,9,14,1,M1,S2,M0,L1,B,0,2.00,0
F,5,10,2,H2,S1,M3,L2,D,0,13.50,0
P,13,0,2,M1,S5,M2,L2,B,0,6.00,1
F,4,14,2,M1,S5,M1,L1,D,0,1.00,0
F,11,20,3,C,S1,M1,L1,D,0,2.58,0
F,2,0,2,M1,S2,M2,L2,B,3,4.43,0
F,11,6,2,M2,S0,M2,L1,D,0,2.91,0
F,3,0,2,M2,S1,M1,L1,D,2,5.00,0
F,14,8,2,M2,S1,M3,L2,D,0,0.92,0
F,2,6,2,M2,S2,M3,L2,D,0,13.01,0
F,4,0,2,C,S3,M1,L1,B,0,10.18,0
P,3,20,2,C,S5,M0,L1,B,0,1.71,0
P,2,2,2,H2,S5,M3,L2,E,3,0.93,0
F,11,10,3,M1,S1,M1,L2,B,0,6.91,1
F,1,14,3,M1,S3,M2,L2,D,0,2.21,0
F,14,14,3,M1,S2,M1,L2,D,0,19.85,4
F,4,6,2,H2,S1,M3,L3,D,0,1.50,0
F,6,10,2,M1,S1,M0,L1,B,0,12.89,0
F,2,6,2,M2,S1,M2,L2,D,1,15.05,1
F,1,6,2,H2,S1,M2,L3,D,1,1.00,0
F,1,4,2,H2,S3,M2,L1,D,0,1.63,0
F,1,8,2,H1,S2,M2,L2,D,2,11.40,0
F,15,14,3,M2,S5,M1,L2,D,0,1.00,0
P,14,0,2,M1,S3,M0,L2,B,0,0.41,0
F,10,14,2,M1,S2,M2,L2,B,0,7.83,0
F,11,4,2,M2,S2,M2,L4,D,0,1.00,0
F,7,8,3,M2,S1,M1,L2,D,0,11.44,1
F,4,20,2,M2,S3,M2,L1,B,0,5.31,0
P,9,2,2,H1,S2,M2,L3,D,0,1.00,0
F,14,4,2,M2,S2,M2,L2,D,1,2.70,0
F,14,14,2,H2,S2,M3,L1,B,1,0.97,0
F,8,2,2,M2,S3,M1,L2,D,0,3.21,0
P,8,10,2,M1,S5,M1,L3,D,0,0.48,0
F,14,10,2,M2,S1,M1,L1,B,0,0.94,0
F,14,8,2,M1,S2,M2,L2,B,0,4.67,0
F,12,4,2,M1,S1,M0,L2,B,0,2.00,0
F,10,6,2,C,S3,M1,L1,B,0,1.00,0
F,14,6,2,M1,S2,M1,L3,B,0,2.10,0
F,14,4,3,M2,S5,M1,L3,D,0,0.30,0
F,8,4,2,M2,S1,M1,L2,B,2,1.00,1
F,4,20,2,C,S1,M2,L3,B,0,1.00,0
F,13,10,3,M1,S2,M2,L3,D,0,1.00,0
F,1,0,2,M1,S2,M2,L4,B,3,1.00,0
P,9,2,2,M2,S5,M2,L2,D,0,1.00,0
F,10,8,1,M2,S2,M3,L1,B,0,1.00,0
P,5,2,3,H1,S5,M2,L3,D,0,1.00,0
P,12,0,2,M1,S5,M1,L2,B,0,2.00,1
F,5,2,3,M2,S2,M1,L3,D,0,1.90,0
P,8,0,2,M2,S1,M2,L2,D,1,1.00,0
F,11,0,2,M2,S2,M2,L1,B,1,3.00,0
F,8,8,2,H2,S1,M3,L3,B,2,1.00,0
F,8,8,3,M1,S1,M2,L2,B,0,1.55,0
F,12,0,2,H1,S2,M3,L2,D,0,0.31,0
F,6,10,2,M1,S1,M3,L2,B,0,1.54,0
F,9,14,2,H1,S2,M3,L2,D,0,2.00,1
P,11,10,2,M1,S2,M1,L1,D,0,1.00,0
F,4,10,1,H1,S1,M2,L1,B,1,0.12,0
P,1,8,2,M2,S1,M2,L1,B,0,1.00,0
F,6,6,2,M1,S3,M0,L1,D,0,3.00,1
F,5,4,2,M1,S1,M1,L2,E,0,1.00,0
F,3,6,2,M2,S2,M2,L4,D,0,1.43,0
P,2,10,2,H2,S1,M3,L2,B,0,0.24,0
F,9,20,3,C,S2,M0,L2,B,0,1.00,0
F,11,2,2,H1,S0,M2,L3,D,1,2.43,0
P,14,0,2,H2,S5,M3,L2,D,2,4.61,0
F,9,20,2,H2,S2,M2,L1,B,0,1.00,0
F,6,14,3,M2,S1,M1,L1,D,0,2.95,0
P,3,0,2,H2,S1,M3,L1,D,2,1.00,0
P,11,2,2,M2,S5,M3,L3,D,1,1.00,0
F,14,2,2,H2,S0,M3,L2,D,0,0.52,0
F,1,0,2,M2,S1,M2,L3,B,2,1.00,0
F,14,6,3,M1,S2,M1,L3,D,0,0.11,0
F,10,6,2,M2,S0,M1,L2,D,1,3.53,0
F,1,6,2,M1,S2,M1,L3,D,1,1.63,0
F,14,0,2,M2,S2,M2,L3,D,0,1.00,0
F,3,8,2,H1,S2,M3,L2,D,1,3.00,1
F,14,0,2,H2,S1,M3,L2,B,2,1.00,0
F,3,8,2,H1,S3,M3,L2,D,0,1.00,0
F,5,14,2,M2,S1,M3,L2,D,1,1.63,0
F,14,4,3,M2,S5,M2,L2,D,0,1.00,0
P,9,2,2,H1,S1,M3,L4,D,2,0.47,0
F,9,10,2,H1,S3,M2,L2,D,0,2.00,1
P,7,8,2,M2,S5,M3,L2,D,1,0.27,0
F,8,10,2,H1,S1,M1,L2,D,1,0.80,0
F,2,14,2,M2,S1,M2,L3,B,0,1.00,0
P,3,10,2,M2,S2,M3,L2,B,0,0.09,0
F,3,2,2,M1,S3,M1,L1,D,3,1.00,0
F,3,0,2,M1,S2,M1,L3,B,0,1.87,0
P,2,6,2,H1,S5,M3,L3,D,0,1.00,0
F,1,0,2,M2,S3,M2,L3,D,1,1.00,0
F,10,14,3,M1,S1,M1,L2,B,0,2.21,0
F,11,8,2,M1,S2,M0,L1,D,0,1.00,0
F,1,14,2,M1,S1,M1,L4,B,1,1.00,0
P,2,4,3,H1,S5,M2,L2,D,0,1.78,0
F,10,10,2,M1,S2,M2,L1,B,0,2.55,0
F,2,4,2,M1,S5,M1,L2,D,1,1.00,0
F,4,10,3,M1,S2,M1,L4,D,0,1.00,0
F,11,6,2,M2,S1,M2,L3,B,1,0.98,0
F,4,4,2,H1,S2,M3,L4,D,0,2.00,0
F,1,0,2,C,S3,M1,L1,B,1,3.00,0
F,13,8,3,M1,S2,M2,L2,B,0,1.00,0
P,12,0,2,H1,S5,M2,L2,D,0,1.00,0
F,11,2,2,M2,S0,M2,L2,D,1,2.00,0
P,10,6,2,M1,S1,M2,L2,B,0,1.30,0
F,14,2,2,M1,S0,M2,L1,D,0,1.00,0
P,14,4,3,M2,S5,M3,L3,D,0,0.23,0
F,8,10,1,M1,S2,M0,L1,B,0,0.51,0
P,2,8,2,M1,S2,M1,L4,B,0,1.00,0
F,1,0,2,H1,S1,M1,L1,E,2,1.00,0
F,11,4,2,H1,S1,M2,L1,D,1,1.00,0
F,3,4,2,M1,S1,M1,L2,D,3,0.84,0
F,9,0,2,M1,S1,M1,L3,B,2,1.00,0
F,2,4,3,M2,S1,M3,L2,D,0,1.00,0
F,11,10,2,H1,S1,M3,L1,B,0,1.00,0
F,12,10,2,M2,S1,M1,L2,B,0,1.00,0
F,1,2,2,H1,S3,M3,L2,B,2,1.00,0
F,13,4,2,H1,S0,M2,L3,D,0,1.46,0
P,3,0,2,M2,S5,M1,L1,D,2,0.34,0
P,2,4,2,H1,S5,M2,L3,D,1,1.00,0
P,6,4,2,M1,S1,M1,L3,D,1,1.00,0
F,11,8,2,M2,S1,M1,L2,E,0,2.00,0
F,4,4,2,M1,S3,M1,L3,D,1,1.00,0
F,14,6,3,M1,S1,M2,L2,B,0,1.00,0
F,10,6,2,M2,S1,M2,L4,D,3,1.00,0
P,14,8,2,M2,S1,M2,L2,B,1,1.00,0
F,1,6,2,M2,S0,M2,L2,B,0,1.00,0
F,5,2,2,H2,S1,M2,L3,D,1,0.25,0
F,10,0,2,M2,S3,M2,L1,B,2,1.00,0
P,10,2,2,H1,S5,M2,L2,B,0,1.00,0
F,12,0,2,M2,S1,M1,L2,D,1,1.00,0
P,7,8,2,H1,S5,M2,L3,D,0,1.00,0
P,7,2,2,M2,S5,M1,L4,D,1,1.00,0
F,3,6,2,H2,S3,M3,L2,D,4,0.65,0
F,7,6,2,M2,S1,M2,L2,B,2,0.35,0
F,8,10,2,H1,S1,M3,L2,D,2,0.99,0
P,3,2,2,H1,S1,M3,L3,D,1,0.76,0
F,11,14,2,C,S0,M0,L1,B,0,70.56,3
F,3,20,2,C,S2,M1,L2,B,0,9.34,0
F,1,10,1,H1,S2,M2,L1,B,0,13.46,0
P,9,8,2,H2,S5,M3,L2,D,0,2.89,0
F,1,0,2,H2,S1,M3,L3,D,4,0.50,0
F,1,0,2,M2,S2,M3,L1,D,1,6.00,0
F,8,10,2,M1,S0,M1,L2,B,0,21.00,1
F,1,20,2,M1,S2,M1,L3,B,0,24.04,0
F,11,0,2,M1,S2,M1,L2,D,0,15.30,0
F,1,10,3,M2,S3,M2,L2,D,0,53.14,0
P,1,10,3,M2,S5,M2,L2,D,0,18.98,0
F,3,14,2,M2,S3,M1,L1,D,0,14.38,0
F,2,0,2,M1,S1,M2,L1,B,0,23.63,0
P,1,8,2,M1,S1,M1,L1,B,0,2.00,0
F,14,10,3,M1,S5,M1,L2,D,0,4.01,1
F,4,14,2,M1,S3,M1,L1,D,0,89.15,5
F,1,20,2,M1,S2,M1,L4,B,0,15.89,0
F,4,14,2,M1,S2,M1,L4,B,0,11.83,0
F,2,0,2,M2,S2,M2,L2,D,3,5.00,0
F,12,0,2,M1,S0,M1,L1,B,2,4.31,0
F,14,20,3,M1,S5,M0,L2,D,0,0.12,0
F,1,6,2,M2,S3,M2,L1,D,1,18.00,0
F,14,20,2,C,S0,M0,L2,B,0,21.38,0
F,9,6,2,M1,S1,M1,L1,D,0,31.00,1
P,3,2,2,M1,S3,M1,L1,B,0,4.00,0
F,2,0,2,M2,S2,M2,L1,D,1,13.00,0
F,5,2,2,M1,S1,M1,L4,D,0,2.00,1
F,9,6,2,M1,S1,M1,L2,B,0,144.24,5
F,5,4,2,M1,S3,M1,L1,D,0,7.50,0
F,3,6,2,C,S2,M0,L1,B,0,11.56,0
F,5,2,2,M1,S1,M2,L3,D,0,2.61,0
F,7,20,1,M2,S2,M2,L2,B,0,1.00,0
P,12,4,2,H2,S1,M3,L2,D,0,1.00,0
F,11,2,2,M2,S1,M2,L2,D,0,9.31,0
F,3,0,2,M1,S1,M2,L2,B,2,5.69,0
F,1,8,2,M1,S2,M2,L1,D,0,66.86,1
P,3,2,2,M1,S2,M2,L2,D,0,1.00,0
F,2,8,2,C,S2,M0,L1,B,0,25.18,0
F,13,6,2,M1,S2,M0,L2,D,0,3.00,0
F,14,10,2,M2,S0,M2,L1,D,1,1.95,0
F,11,4,2,H1,S1,M2,L2,D,0,22.02,1
F,4,10,2,M1,S5,M1,L2,B,0,0.59,0
F,4,20,2,M1,S1,M0,L1,B,0,8.09,0
F,11,8,2,H1,S2,M2,L1,D,0,1.00,0
F,5,14,2,M1,S1,M2,L2,B,0,20.64,1
F,8,2,2,H1,S1,M3,L3,D,0,2.07,0
F,12,8,2,H1,S0,M2,L2,D,1,3.31,1
F,6,6,2,H1,S1,M3,L2,D,0,4.97,0
F,2,4,2,M1,S1,M1,L4,D,0,6.00,1
F,10,20,1,C,S3,M0,L1,B,0,4.00,0
P,4,0,2,H2,S5,M3,L2,D,3,1.00,0
F,8,6,2,C,S1,M1,L2,B,0,13.08,1
F,6,4,2,M1,S2,M1,L1,D,0,13.38,2
F,9,20,2,M1,S1,M1,L3,B,0,2.29,0
F,4,2,2,H2,S1,M3,L3,D,0,1.47,0
P,2,10,2,H1,S5,M2,L3,D,0,2.00,1
F,7,0,2,H1,S3,M3,L1,D,0,0.09,0
F,10,20,2,C,S2,M1,L1,B,0,17.48,0
P,1,2,2,M2,S2,M1,L1,D,1,3.00,0
F,6,6,2,M1,S2,M0,L2,B,0,3.93,0
F,7,4,2,M2,S2,M3,L2,D,0,4.00,0
P,11,2,2,M1,S5,M1,L3,D,0,11.27,0
F,4,14,2,M1,S1,M1,L1,B,1,1.64,0
F,2,2,2,M2,S5,M2,L1,D,0,1.00,0
F,8,4,2,M1,S2,M1,L3,D,0,4.21,0
F,6,14,3,M1,S2,M1,L2,D,0,6.71,0
F,1,0,2,H2,S2,M3,L3,D,1,1.67,0
F,14,10,2,M1,S0,M1,L3,D,0,3.97,2
P,8,0,2,M1,S2,M1,L1,B,0,2.00,0
F,1,4,2,M1,S2,M2,L3,D,2,1.00,0
F,5,10,2,M1,S3,M2,L1,D,0,5.32,2
F,2,4,2,H2,S2,M3,L3,D,4,0.29,0
F,1,14,2,H1,S1,M3,L2,D,1,10.75,0
F,1,20,2,M2,S2,M1,L3,D,0,5.34,0
F,1,10,1,M1,S2,M1,L1,B,0,6.43,1
F,11,4,2,M2,S2,M2,L2,B,0,1.24,0
F,14,10,2,C,S5,M0,L2,B,0,1.00,1
P,2,6,2,M2,S5,M2,L2,D,1,2.73,0
P,1,8,2,M2,S5,M1,L2,E,0,2.00,0
F,11,10,2,C,S3,M0,L1,B,0,12.00,0
F,5,0,2,M2,S2,M2,L2,B,0,5.00,0
F,12,2,2,M1,S0,M1,L2,D,1,2.24,0
P,13,4,2,M2,S2,M2,L2,D,0,0.40,2
F,1,14,3,M1,S1,M2,L1,D,0,5.22,0
F,15,20,2,M1,S2,M1,L1,B,0,3.83,0
P,13,4,2,M1,S5,M1,L2,D,0,6.27,1
F,11,20,2,M1,S0,M1,L2,D,0,7.45,0
P,3,8,2,H1,S1,M3,L2,D,0,1.19,0
F,4,4,2,H2,S1,M3,L3,D,2,1.00,0
F,1,0,2,M1,S1,M2,L2,D,3,3.00,0
F,4,6,2,H1,S3,M2,L2,D,2,2.00,0
F,2,10,2,M2,S2,M3,L1,D,0,0.81,0
F,1,0,3,M2,S1,M2,L2,D,2,3.00,0
F,2,4,3,M2,S3,M2,L1,D,0,1.00,0
P,14,10,3,M2,S5,M1,L3,D,0,0.46,0
F,5,14,2,M1,S1,M1,L4,B,0,2.65,0
F,1,0,2,H2,S3,M2,L1,E,5,1.00,0
F,3,4,2,M2,S2,M1,L4,D,0,1.15,0
F,6,10,2,M1,S2,M1,L2,D,1,3.00,1
P,12,0,3,M2,S5,M2,L2,D,0,1.00,0
P,3,4,2,M2,S2,M1,L2,D,0,3.00,0
F,1,0,2,M1,S3,M2,L3,B,3,1.00,0
P,9,4,2,M1,S2,M2,L2,D,0,1.00,0
F,4,2,2,M2,S1,M2,L1,D,0,3.62,0
F,3,14,2,M1,S5,M1,L1,B,0,1.93,0
F,4,14,2,H1,S2,M3,L1,B,0,2.68,1
F,6,6,2,M1,S1,M2,L1,D,0,3.00,0
P,14,10,2,M1,S0,M1,L2,D,0,4.04,0
F,12,10,2,M2,S2,M2,L2,B,1,2.00,0
F,3,8,2,H1,S5,M3,L2,D,0,1.00,0
F,5,6,2,H2,S2,M3,L1,D,0,1.00,1
P,4,4,2,M1,S2,M1,L1,B,0,0.78,0
F,8,0,2,M2,S1,M2,L2,D,0,6.00,0
P,13,8,2,M1,S5,M1,L3,D,0,1.00,0
P,1,2,2,H1,S5,M2,L1,D,0,2.00,0
F,4,0,2,M1,S2,M1,L4,B,2,1.00,0
F,7,10,2,C,S0,M0,L2,B,0,1.00,0
P,15,4,2,M2,S5,M1,L2,D,1,2.00,0
F,7,4,2,M1,S2,M2,L2,D,0,2.57,0
F,5,8,2,M1,S2,M1,L4,D,0,6.82,0
F,4,0,2,C,S3,M0,L1,B,0,2.00,0
F,5,20,3,C,S3,M3,L1,B,0,1.00,0
F,6,8,3,M2,S2,M2,L2,D,0,6.54,1
P,7,10,2,H2,S5,M3,L2,D,0,1.00,0
F,9,2,2,M1,S1,M0,L2,D,0,1.00,0
F,1,0,2,M2,S1,M2,L3,D,4,4.00,0
F,1,4,2,H1,S2,M2,L2,B,1,1.88,0
F,5,10,2,M1,S3,M1,L2,B,1,1.00,0
F,9,14,2,M1,S0,M1,L3,B,0,2.00,0
F,4,0,2,M2,S3,M2,L2,B,3,1.58,0
P,15,6,2,M1,S1,M1,L2,D,0,1.00,0
F,7,20,2,M2,S1,M2,L2,B,0,2.33,0
F,2,10,2,M2,S0,M2,L1,D,0,0.93,1
F,5,0,2,M1,S1,M2,L1,B,1,2.00,0
F,11,10,2,M1,S0,M1,L1,B,1,1.00,0
F,14,14,2,M1,S1,M0,L3,D,0,1.23,0
F,1,4,2,H1,S2,M1,L3,E,3,1.00,0
P,14,14,2,M1,S5,M0,L3,D,0,1.00,0
P,12,6,3,M2,S5,M2,L1,D,0,1.00,0
F,2,10,3,M2,S2,M1,L3,D,0,1.00,0
F,14,4,2,H1,S0,M3,L3,D,2,0.46,0
F,12,14,2,M2,S2,M2,L2,B,0,3.39,1
P,5,4,2,M2,S2,M2,L1,D,0,1.00,0
P,8,0,2,M2,S5,M2,L3,D,1,1.00,0
F,1,0,2,H1,S1,M3,L2,B,2,3.00,0
P,12,2,2,M2,S2,M2,L2,B,0,1.75,0
F,14,10,2,M1,S0,M2,L1,D,0,1.99,0
P,1,20,2,M1,S2,M0,L2,B,0,1.00,0
P,14,14,1,M1,S5,M0,L2,D,0,0.17,0
F,10,2,2,H1,S1,M2,L2,D,5,1.00,0
F,4,6,2,M1,S1,M1,L4,B,0,3.47,0
P,14,0,2,M1,S1,M1,L1,B,3,2.00,0
F,6,2,2,H1,S3,M2,L2,D,1,1.00,0
F,11,2,2,H2,S1,M2,L1,D,2,1.00,0
F,1,0,2,H2,S1,M3,L4,D,4,1.00,0
F,2,10,2,M2,S2,M1,L3,D,1,1.51,0
F,13,2,2,M1,S3,M1,L2,D,0,1.00,0
F,13,10,3,M2,S2,M2,L2,D,0,2.00,0
P,1,4,3,M2,S5,M2,L2,D,2,1.00,0
F,1,0,2,H1,S1,M2,L3,D,4,1.00,0
F,5,0,2,M2,S3,M2,L2,B,0,1.97,0
F,6,14,2,M1,S2,M0,L3,D,0,1.00,0
F,15,20,2,M1,S1,M1,L2,D,0,1.00,0
F,10,4,3,M2,S2,M1,L2,D,0,2.00,0
P,11,6,2,M2,S2,M1,L2,D,0,1.00,0
P,13,6,2,M2,S5,M2,L3,D,0,1.00,0
P,14,14,2,M2,S1,M1,L2,D,0,0.13,0
F,15,20,2,M1,S2,M2,L3,B,0,1.00,0
P,4,4,3,M2,S1,M1,L2,D,0,2.00,0
F,11,0,2,C,S0,M0,L1,B,0,1.00,0
F,5,6,3,M2,S3,M2,L2,D,0,0.37,0
P,1,4,2,M1,S3,M0,L1,B,0,1.00,0
F,3,2,2,H1,S1,M3,L4,D,2,1.00,0
P,3,0,2,M1,S5,M1,L1,D,2,1.15,0
P,11,8,3,M1,S5,M1,L2,D,0,0.35,0
F,15,20,2,M1,S3,M0,L2,D,0,1.00,0
F,9,10,2,M2,S1,M2,L1,B,1,0.51,0
P,2,0,2,M1,S1,M1,L2,B,4,0.35,0
P,13,14,2,M1,S5,M1,L3,B,0,1.00,0
P,12,2,2,H2,S5,M2,L2,D,1,1.00,0
F,13,8,2,H1,S2,M3,L3,D,1,1.00,0
F,9,4,2,M2,S2,M2,L2,D,3,1.00,0
P,1,2,2,M2,S5,M1,L3,D,1,1.00,0
F,5,4,3,M2,S1,M2,L3,D,5,1.00,0
F,6,0,2,H1,S1,M3,L2,B,2,1.00,0
P,6,2,2,M1,S1,M1,L3,D,0,1.00,0
F,2,14,1,M1,S3,M0,L2,B,0,1.00,0
F,8,14,2,M1,S2,M1,L2,B,0,164.17,7
F,3,10,2,M1,S3,M1,L2,B,0,205.20,9
F,1,10,2,C,S2,M1,L2,B,0,586.20,20
F,14,0,2,H1,S3,M3,L1,B,0,0.25,0
F,11,20,2,M1,S1,M1,L1,B,0,86.04,1
F,3,8,2,M1,S3,M1,L2,D,0,55.55,4
F,1,20,2,C,S2,M1,L1,B,0,294.69,4
F,1,2,2,M2,S2,M2,L2,D,1,255.16,3
F,1,8,2,M2,S1,M1,L3,D,0,31.44,1
F,3,6,2,M2,S1,M2,L1,D,0,28.22,0
F,5,4,2,M1,S1,M1,L2,B,0,120.71,3
F,4,2,2,M2,S2,M1,L2,D,4,2.83,0
F,10,10,2,M2,S1,M2,L2,D,0,120.61,4
F,1,10,2,M1,S2,M1,L3,B,0,195.34,2
F,11,4,2,H1,S0,M2,L2,D,0,9.69,0
F,10,10,2,M1,S3,M1,L2,D,0,27.47,2
F,12,6,2,M1,S1,M1,L2,B,0,84.79,4
F,1,0,2,M1,S3,M2,L2,D,0,12.51,0
F,1,0,2,M1,S1,M1,L1,B,2,75.67,1
F,14,10,2,H1,S2,M3,L1,B,0,3.14,0
F,14,2,2,H1,S1,M2,L2,D,0,1.84,0
F,11,14,2,M1,S2,M0,L1,D,0,38.92,3
F,5,2,2,M1,S1,M1,L1,B,0,27.51,0
F,1,0,2,M2,S3,M3,L1,D,2,2.00,0
F,8,10,2,H1,S3,M2,L2,D,0,1.00,0
F,3,2,2,M1,S1,M0,L1,D,0,1.00,0
F,1,4,2,H2,S2,M3,L2,D,2,39.79,0
F,4,2,2,M2,S1,M1,L2,D,1,18.32,0
F,4,0,2,M1,S1,M1,L1,D,2,6.00,0
F,1,0,2,M1,S2,M1,L4,D,0,6.63,0
F,1,14,2,C,S2,M0,L4,D,0,3.00,0
F,7,0,2,M1,S1,M1,L2,B,1,8.34,0
F,9,10,2,M1,S1,M2,L2,B,0,11.58,0
F,14,14,2,C,S1,M0,L2,D,0,9.23,1
F,1,14,2,M2,S1,M3,L1,B,0,11.12,0
F,15,14,2,C,S1,M1,L1,B,0,12.50,1
P,9,10,2,M1,S5,M1,L2,D,0,4.92,0
F,1,6,2,H2,S2,M3,L3,D,1,6.50,0
F,2,14,2,H1,S1,M3,L2,D,0,12.14,0
F,11,4,2,H1,S2,M2,L3,D,0,2.53,0
P,1,2,2,H2,S5,M3,L3,D,2,7.95,0
P,7,8,2,M1,S5,M1,L3,D,0,1.79,0
F,11,8,2,M2,S1,M1,L1,D,0,5.61,2
F,6,2,2,H1,S2,M2,L2,D,2,2.00,0
F,4,2,2,M2,S2,M2,L2,B,0,4.48,0
F,14,6,2,H1,S1,M3,L3,D,1,0.87,0
F,2,4,2,M1,S2,M2,L3,D,0,5.69,0
F,1,2,2,H1,S1,M3,L1,D,0,2.33,0
F,14,10,1,M1,S1,M0,L2,D,0,1.57,0
F,2,14,2,C,S2,M0,L1,D,0,5.16,0
F,3,14,2,M2,S2,M3,L2,D,0,2.36,0
F,4,8,2,M2,S2,M1,L1,D,0,4.66,0
F,10,2,2,M2,S0,M2,L2,D,2,1.00,0
F,8,2,2,M1,S1,M1,L3,B,0,5.00,0
P,4,10,3,M2,S5,M1,L2,D,0,8.18,1
F,8,20,2,M2,S2,M1,L1,D,0,3.00,0
F,9,10,2,M2,S2,M1,L2,D,1,2.37,0
F,8,6,2,M2,S2,M3,L1,D,0,1.00,0
F,8,10,2,M1,S0,M1,L1,B,0,11.45,1
P,2,0,2,M1,S1,M1,L1,D,0,7.23,0
F,11,8,2,M2,S1,M2,L2,D,1,9.97,0
F,1,6,3,H2,S2,M3,L2,D,0,7.36,0
F,1,0,2,M2,S2,M3,L1,B,5,7.71,0
P,3,0,2,M1,S1,M1,L2,B,3,1.00,0
P,3,8,3,M2,S5,M1,L1,D,0,1.00,0
