F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,CLAIMNO
F,2,6,2,H1,S1,M3,L3,D,2,1.00,0
P,2,4,2,H1,S5,M2,L2,D,4,0.71,0
F,14,10,2,C,S0,M1,L2,D,1,0.25,0
P,14,0,3,H2,S5,M2,L1,D,0,1.00,0
P,11,4,2,M1,S1,M1,L1,B,0,1.00,0
P,6,2,3,H2,S5,M2,L2,D,4,1.00,0
F,13,8,2,M1,S0,M1,L3,B,0,0.09,0
F,11,6,2,H2,S1,M3,L1,D,2,1.00,0
F,9,20,2,C,S1,M1,L4,D,0,1.00,0
F,2,8,2,H1,S3,M2,L2,D,3,1.00,0
F,3,4,2,M1,S1,M2,L2,D,2,1.00,0
F,4,4,2,M2,S5,M2,L3,D,2,1.00,0
F,1,20,2,C,S1,M1,L1,B,0,50.84,0
F,1,10,2,H2,S2,M3,L2,B,2,4.32,1
F,11,6,2,M2,S1,M2,L2,D,1,7.68,0
P,12,10,2,M1,S5,M1,L2,B,0,7.26,0
F,10,0,2,M2,S1,M2,L1,D,2,3.53,0
F,1,2,2,M1,S2,M1,L2,D,1,83.99,3
F,8,14,2,M2,S0,M1,L2,D,0,1.00,0
P,5,6,2,C,S1,M1,L1,B,0,1.00,0
F,1,8,2,H1,S2,M3,L2,D,0,86.80,4
F,7,8,2,M2,S1,M2,L2,B,0,8.12,0
F,4,14,2,M1,S1,M0,L1,B,0,19.82,0
F,11,0,2,M1,S1,M1,L2,D,1,6.00,0
F,9,6,2,H1,S1,M2,L2,D,1,10.35,0
F,2,2,2,M1,S3,M0,L2,B,0,2.00,0
F,11,4,2,H2,S1,M3,L3,D,2,6.68,0
F,3,14,2,H1,S1,M3,L2,D,0,11.64,0
F,14,20,2,M2,S1,M2,L2,D,0,10.14,1
F,1,10,2,M2,S3,M2,L3,B,0,3.00,0
F,8,10,2,M2,S1,M2,L1,B,0,2.00,0
F,2,10,3,C,S2,M2,L2,D,0,2.00,0
F,1,2,2,H1,S1,M3,L2,D,4,9.98,0
F,9,10,2,C,S3,M0,L1,B,0,9.74,0
F,1,8,2,H2,S3,M2,L2,D,0,2.55,1
F,1,8,2,H1,S3,M3,L2,D,1,7.12,0
F,11,6,2,M2,S2,M2,L3,D,0,11.59,1
P,1,0,2,M2,S1,M1,L2,D,0,5.57,0
F,1,2,2,H1,S2,M2,L3,D,3,10.24,0
F,9,14,2,M1,S5,M2,L2,D,0,1.00,0
F,1,0,2,M2,S3,M3,L1,B,5,3.00,0
F,15,10,2,M1,S1,M0,L2,D,0,5.61,0
F,8,8,2,C,S1,M1,L1,B,0,9.69,0
F,11,6,2,M2,S1,M1,L2,B,0,0.47,0
P,2,0,2,M1,S1,M2,L2,B,0,1.18,0
P,12,14,1,M1,S5,M2,L2,D,0,1.00,0
F,4,10,3,M2,S2,M1,L3,D,0,1.00,0
F,1,10,2,M2,S2,M1,L4,B,0,1.00,0
P,1,2,2,M2,S1,M2,L2,B,1,1.00,0
F,8,2,2,M2,S2,M2,L1,D,0,0.71,0
F,7,4,2,H1,S1,M2,L1,D,0,2.71,0
F,8,8,2,M1,S2,M2,L2,D,0,5.43,0
F,11,4,3,M1,S5,M2,L2,B,0,1.00,0
F,2,10,2,H1,S3,M3,L2,D,0,6.00,1
F,1,0,3,M2,S2,M2,L1,D,0,25.44,1
F,15,14,2,M2,S3,M2,L2,D,0,0.52,0
F,3,14,3,M1,S2,M1,L2,D,0,22.70,0
F,11,2,2,H1,S1,M2,L3,D,1,4.03,0
F,10,8,2,C,S1,M0,L1,B,0,5.00,0
F,9,6,2,M2,S1,M1,L2,D,1,4.47,0
F,4,2,2,M1,S2,M1,L3,D,0,23.18,0
F,4,10,2,M1,S1,M0,L1,D,0,13.49,0
F,1,0,2,M1,S3,M1,L2,D,1,12.00,0
F,6,8,2,M2,S1,M2,L1,D,1,3.02,3
F,7,2,2,H1,S2,M3,L2,D,1,2.00,0
F,14,20,2,M1,S1,M0,L4,B,0,3.91,0
F,8,0,2,M2,S1,M1,L3,D,1,0.91,0
P,1,2,3,M2,S5,M2,L3,D,3,1.00,0
F,14,10,2,M2,S1,M1,L4,D,0,2.33,0
F,12,6,2,C,S1,M1,L1,B,0,2.00,0
F,1,10,2,M2,S3,M1,L1,B,1,8.66,0
F,4,4,2,M1,S1,M2,L2,B,0,19.53,0
F,2,2,2,M2,S2,M2,L4,D,0,1.64,0
F,3,2,2,M1,S3,M2,L2,B,0,7.32,0
F,8,0,2,M2,S1,M2,L1,D,3,4.00,0
P,13,0,2,M1,S5,M1,L3,D,0,7.40,1
P,7,6,3,M2,S5,M1,L3,D,0,4.00,0
F,3,0,2,M2,S2,M2,L1,B,3,4.40,1
P,1,8,2,M2,S3,M3,L4,B,0,0.12,0
F,1,0,2,M2,S5,M2,L1,D,1,3.00,1
P,11,0,2,M1,S5,M1,L1,B,0,9.97,0
P,2,6,2,H1,S2,M2,L3,D,0,1.00,0
F,7,2,2,M1,S5,M1,L2,B,0,2.00,0
F,7,4,2,M1,S3,M0,L2,D,0,1.00,0
P,12,6,2,M2,S5,M2,L2,D,0,7.12,1
P,12,2,3,M1,S5,M1,L2,D,0,2.00,0
F,8,20,2,C,S1,M1,L1,D,0,5.15,0
F,1,14,1,H2,S3,M3,L2,B,0,2.00,0
F,11,0,3,M1,S1,M2,L1,B,0,2.00,0
F,14,14,1,M1,S2,M0,L2,B,0,2.58,0
F,2,20,1,C,S2,M0,L1,B,0,4.00,0
F,1,14,2,M1,S3,M2,L3,B,0,3.67,0
F,1,14,2,M1,S0,M1,L2,D,0,4.02,1
F,14,20,2,C,S3,M0,L2,D,0,2.10,0
P,14,4,2,M2,S5,M1,L1,D,0,1.00,0
F,2,10,3,H1,S3,M2,L3,D,0,1.00,0
F,10,2,2,C,S2,M1,L2,B,0,2.00,0
F,2,10,3,M1,S2,M1,L1,D,0,7.30,0
F,14,0,2,H2,S2,M3,L3,D,0,0.08,0
F,3,14,2,M1,S3,M1,L1,B,1,1.00,0
F,4,0,2,M2,S1,M1,L2,D,0,10.29,0
F,4,20,2,H2,S2,M2,L1,B,0,1.00,0
F,14,0,2,M1,S1,M1,L1,B,2,8.65,1
F,14,6,2,M2,S1,M2,L2,D,2,1.00,0
F,4,2,2,M2,S3,M2,L1,D,0,3.37,0
F,6,8,2,M1,S3,M0,L1,B,0,6.00,0
F,2,10,2,H2,S1,M2,L3,D,0,1.00,0
P,2,10,3,H1,S5,M2,L2,D,0,1.34,0
F,1,8,2,M2,S2,M2,L2,B,2,4.00,0
F,7,10,3,H1,S2,M2,L1,D,0,1.00,0
F,1,2,2,H1,S5,M2,L3,D,0,0.43,0
F,3,20,2,M1,S1,M0,L2,D,0,4.59,0
F,1,0,2,M2,S3,M2,L2,B,4,4.75,0
P,3,8,2,H1,S1,M2,L2,D,1,1.23,0
F,1,2,3,H2,S1,M3,L3,D,0,0.37,0
F,4,0,2,M2,S1,M2,L1,B,0,2.78,0
F,3,2,2,M2,S3,M1,L3,D,0,0.87,0
F,1,4,2,H2,S5,M3,L1,D,2,0.78,0
F,3,6,2,M2,S1,M2,L1,B,0,1.00,1
F,10,10,2,M2,S1,M2,L1,B,1,3.76,0
F,3,0,2,H1,S2,M3,L1,D,4,2.86,0
P,6,10,2,M1,S1,M2,L2,B,0,1.00,0
P,2,6,2,H1,S5,M3,L2,D,1,2.42,1
F,1,0,2,H2,S3,M3,L1,B,2,1.00,0
P,1,10,2,H1,S5,M3,L3,E,0,1.00,0
P,1,10,2,M1,S2,M1,L1,D,0,3.00,0
P,1,6,3,M2,S2,M2,L2,D,0,3.00,0
F,8,6,2,M1,S3,M1,L2,B,1,1.00,0
F,2,4,2,M1,S1,M0,L1,B,1,1.00,0
P,10,2,2,M1,S3,M2,L2,B,0,1.00,0
F,3,0,2,H2,S1,M2,L2,D,1,1.00,0
P,6,6,2,M1,S3,M1,L3,D,0,1.00,0
F,14,2,2,M1,S5,M1,L3,D,2,0.18,0
F,1,20,2,M2,S1,M1,L3,D,0,1.78,0
F,12,8,2,M2,S1,M2,L2,B,1,1.26,0
F,15,10,2,M1,S1,M1,L3,D,0,1.00,0
F,13,14,1,C,S2,M0,L1,B,0,2.00,0
P,14,2,2,M1,S5,M1,L1,D,0,3.00,0
P,14,0,1,H2,S5,M3,L1,B,0,1.00,0
P,9,4,2,M1,S1,M2,L2,B,0,1.50,0
F,9,2,2,M2,S2,M1,L1,D,1,1.00,0
P,3,0,2,M2,S5,M1,L2,E,4,1.00,0
F,8,14,2,M1,S1,M1,L1,D,1,1.00,0
F,6,8,2,H1,S5,M2,L2,D,0,1.00,0
P,5,0,2,H1,S5,M2,L1,D,1,1.00,0
F,11,8,3,M1,S2,M1,L1,D,0,1.00,0
F,13,20,2,M1,S0,M1,L3,B,0,0.51,0
F,7,4,2,M2,S1,M2,L4,D,1,1.00,0
F,3,20,3,C,S2,M0,L1,D,0,2.00,0
P,11,4,3,M1,S5,M1,L2,D,0,1.00,0
P,9,4,2,H1,S1,M3,L2,D,1,1.64,0
F,2,14,2,C,S2,M1,L1,B,1,1.00,0
F,1,2,2,H1,S3,M2,L2,B,3,1.00,0
P,8,2,2,M2,S5,M2,L4,D,2,1.00,0
P,14,2,2,M2,S1,M3,L3,D,1,0.24,0
F,4,6,2,C,S1,M0,L2,E,0,1.00,0
F,2,8,2,M2,S1,M3,L1,B,0,2.00,0
P,13,2,2,M2,S5,M2,L2,D,5,1.00,0
F,8,0,2,M2,S2,M2,L2,D,0,1.54,0
P,1,4,2,H1,S5,M3,L3,D,2,1.00,0
F,5,0,2,H1,S1,M2,L1,D,4,0.80,0
F,2,8,2,C,S2,M2,L1,D,1,1.00,0
P,1,10,2,H1,S5,M3,L1,D,0,2.82,0
P,1,14,1,M1,S1,M2,L1,B,0,1.00,0
F,1,14,3,M1,S3,M2,L4,D,0,2.00,0
F,5,0,2,H2,S1,M3,L1,D,3,1.00,0
F,3,10,2,M2,S3,M2,L2,B,1,2.00,0
F,2,8,3,M1,S3,M2,L2,B,0,1.00,0
F,9,6,2,M1,S2,M0,L2,B,0,0.52,0
F,2,8,2,M1,S1,M1,L4,D,0,1.61,0
F,11,2,2,M2,S2,M2,L1,D,3,1.00,0
F,3,0,2,H2,S5,M3,L2,D,3,1.00,0
F,1,6,2,M2,S3,M2,L4,D,1,1.00,0
F,11,4,2,M1,S1,M1,L3,B,1,1.00,0
P,11,0,2,M1,S1,M2,L2,D,0,1.00,1
F,2,6,2,M2,S1,M2,L2,B,1,1.00,0
F,8,4,2,M1,S3,M0,L1,B,0,1.00,0
F,1,6,3,M2,S3,M3,L2,D,0,1.00,0
F,10,4,2,H1,S1,M2,L2,D,4,1.00,0
F,15,6,2,H1,S0,M2,L3,D,0,1.00,0
F,3,10,3,M1,S3,M1,L4,D,0,1.00,0
F,1,6,3,M2,S3,M2,L3,D,0,0.43,0
F,6,2,2,H2,S2,M3,L2,B,0,1.00,0
F,14,4,2,M2,S0,M2,L2,D,3,1.00,0
F,6,0,3,M2,S1,M1,L2,D,2,1.00,0
F,1,10,2,H1,S1,M3,L2,D,0,142.84,4
F,14,14,2,C,S2,M0,L2,B,0,135.04,2
F,8,2,2,M1,S1,M1,L2,D,0,77.87,1
F,1,8,2,M1,S2,M1,L1,B,1,16.19,0
F,1,4,2,M1,S5,M1,L2,D,0,14.12,2
F,1,8,2,M1,S2,M0,L2,D,0,109.53,4
F,1,4,3,M2,S2,M2,L2,D,0,78.84,1
F,2,20,2,C,S2,M0,L2,B,0,45.89,3
F,12,14,2,C,S1,M0,L2,B,0,85.46,1
F,8,14,2,C,S0,M0,L1,B,0,11.19,0
F,1,10,2,H1,S0,M3,L2,D,0,0.35,0
F,7,10,2,M2,S1,M1,L3,D,0,9.39,0
F,1,14,2,M2,S2,M2,L4,D,0,29.07,0
F,1,6,2,M2,S2,M3,L2,B,0,15.42,0
P,1,0,2,M1,S2,M1,L1,B,1,108.31,2
F,6,14,2,M1,S2,M0,L2,D,0,43.08,1
P,14,0,2,M2,S5,M2,L1,D,0,23.68,1
F,5,20,2,M2,S1,M1,L2,D,0,3.00,0
F,2,2,2,M2,S1,M2,L3,D,0,21.59,0
F,4,0,2,M1,S1,M1,L2,B,2,11.00,0
P,1,2,2,H2,S5,M3,L3,D,3,4.00,0
F,5,6,2,M2,S2,M2,L2,B,0,3.00,0
P,2,10,2,M1,S5,M1,L2,D,0,9.30,0
F,10,14,2,M2,S1,M2,L3,D,0,5.48,0
F,3,14,2,C,S1,M1,L2,D,0,7.43,0
F,3,10,2,M1,S2,M0,L3,B,0,1.00,0
P,14,2,2,M2,S0,M3,L3,D,0,1.00,0
F,11,10,2,M1,S2,M1,L4,D,0,6.17,0
F,1,14,2,M2,S1,M1,L2,B,0,15.37,0
F,8,10,2,M1,S2,M2,L2,D,0,14.03,0
F,2,20,2,M1,S2,M0,L2,B,0,17.08,0
F,4,0,2,M2,S5,M2,L2,D,1,1.19,0
P,2,0,2,M2,S2,M2,L1,B,1,2.00,0
F,3,4,2,M2,S1,M2,L2,D,1,15.72,0
F,9,14,3,M1,S3,M1,L1,D,0,1.00,0
P,2,0,2,M1,S1,M1,L2,D,0,6.00,0
F,14,6,2,M1,S1,M2,L2,B,0,14.92,1
F,11,20,2,M1,S1,M0,L2,B,0,11.83,0
F,14,0,2,M1,S1,M1,L1,D,2,1.00,0
P,13,0,2,M1,S2,M1,L2,D,0,2.00,0
F,3,8,3,M1,S2,M1,L1,D,0,1.00,0
F,2,6,2,C,S2,M1,L2,B,0,21.96,1
F,1,0,2,M2,S5,M2,L1,D,2,7.05,0
P,1,2,2,H2,S5,M3,L1,D,3,2.00,0
F,5,2,2,M1,S2,M2,L2,B,0,13.63,0
F,10,10,3,M1,S1,M1,L2,D,0,6.21,0
F,10,0,2,M1,S1,M1,L1,B,1,19.44,0
F,3,20,2,M1,S2,M2,L2,B,0,10.97,0
F,1,2,2,H2,S1,M3,L2,D,3,15.14,0
P,4,2,2,H2,S5,M3,L2,D,4,1.00,0
F,9,8,2,H1,S2,M2,L2,D,0,2.24,0
F,1,14,2,M2,S2,M1,L4,D,1,1.61,0
F,6,2,2,M2,S1,M2,L3,D,0,9.11,0
P,1,2,3,M2,S2,M2,L2,D,4,1.00,0
F,10,10,2,M1,S2,M0,L2,B,0,3.09,0
F,7,4,2,H1,S1,M3,L2,D,2,2.43,0
F,6,2,2,M2,S2,M2,L2,D,1,3.70,0
F,1,4,2,M2,S1,M1,L3,D,3,1.00,0
F,5,10,3,M1,S2,M1,L1,B,0,2.00,0
F,13,10,2,M2,S1,M2,L2,D,1,13.46,0
F,4,8,2,M2,S3,M2,L4,D,0,1.00,0
F,7,10,2,M1,S1,M0,L1,B,0,13.00,0
F,10,20,2,M2,S3,M1,L1,B,0,2.00,0
F,1,0,2,M1,S1,M1,L2,D,2,14.15,0
F,1,10,2,H1,S2,M2,L1,B,1,3.00,0
F,1,2,2,M1,S1,M1,L2,E,0,1.63,0
P,12,2,2,M1,S3,M1,L2,B,0,1.00,0
F,3,0,2,H2,S2,M2,L1,D,5,1.00,0
P,9,4,2,M1,S2,M1,L2,D,0,1.00,0
F,10,8,1,M1,S1,M1,L2,E,0,1.00,0
P,14,2,2,M1,S1,M1,L2,B,0,3.19,1
F,7,20,3,C,S2,M0,L1,D,0,3.00,1
F,4,0,2,M2,S3,M1,L2,B,2,1.00,0
F,2,2,2,M2,S1,M3,L2,B,1,1.00,1
P,2,2,2,H1,S5,M3,L3,D,0,1.80,0
P,11,14,2,M1,S2,M1,L1,B,0,1.00,0
F,9,6,2,M1,S2,M1,L4,D,0,1.00,0
F,10,6,2,M2,S1,M1,L1,D,0,3.64,0
F,11,14,2,H2,S1,M3,L2,D,1,1.67,0
F,2,4,2,M2,S2,M2,L2,B,1,1.89,0
F,7,14,2,C,S2,M0,L1,D,0,2.00,0
F,1,0,2,M1,S2,M1,L2,D,3,12.00,0
F,7,6,2,M1,S3,M1,L2,B,1,0.26,0
F,3,10,2,M2,S2,M1,L2,E,0,1.00,0
F,3,4,2,H2,S1,M3,L2,D,4,1.00,0
F,13,4,2,M2,S2,M2,L2,D,3,3.00,0
F,1,0,2,M1,S5,M2,L1,B,1,0.51,0
F,1,10,2,C,S2,M0,L1,D,0,5.98,0
F,8,4,2,H2,S2,M3,L3,D,0,1.00,0
F,4,8,2,M2,S1,M2,L1,B,0,1.00,0
F,2,8,2,M2,S1,M2,L1,B,1,2.00,0
F,13,4,2,M2,S0,M2,L2,D,1,1.00,0
F,5,2,2,H2,S3,M3,L4,D,1,1.00,0
P,14,0,2,H2,S5,M3,L2,D,0,2.08,0
P,5,2,2,M1,S5,M2,L2,D,2,1.00,0
P,14,8,2,H1,S5,M2,L2,D,0,1.21,1
F,2,2,2,H2,S2,M3,L1,D,2,3.00,0
P,8,10,3,M2,S5,M1,L2,D,0,3.92,1
P,13,10,2,H2,S5,M3,L2,D,0,2.00,0
F,1,0,2,M1,S0,M1,L1,B,0,3.00,0
P,11,4,2,M1,S2,M2,L3,D,0,0.14,0
F,1,4,2,M2,S1,M2,L3,D,4,0.74,0
F,8,10,2,M2,S2,M1,L4,D,0,2.00,0
P,2,0,2,M2,S3,M1,L1,D,1,2.00,0
F,2,14,2,H1,S3,M3,L2,B,0,1.00,0
F,1,4,3,H2,S1,M3,L2,D,3,1.00,0
F,1,10,3,H1,S1,M2,L3,D,0,5.00,0
F,11,8,2,M1,S0,M1,L2,B,1,1.52,0
F,1,6,2,M2,S5,M1,L2,D,0,6.07,0
F,5,8,2,H1,S1,M3,L1,B,0,1.00,0
F,13,0,2,M2,S0,M1,L3,B,2,1.00,1
F,13,4,2,M1,S0,M2,L2,D,0,3.65,1
F,13,4,2,C,S1,M1,L2,B,0,2.00,0
F,3,10,1,M1,S2,M0,L1,B,0,2.00,0
F,10,14,2,C,S0,M1,L2,D,0,1.00,0
P,2,10,2,H1,S5,M2,L2,D,1,1.00,0
F,3,8,2,M2,S1,M2,L1,B,0,1.16,0
P,14,4,2,H1,S5,M3,L4,D,2,0.32,0
F,2,2,2,M2,S1,M3,L2,D,2,2.00,0
P,12,10,2,M1,S5,M2,L2,D,0,2.70,0
P,3,6,2,H1,S5,M3,L2,D,0,1.04,0
F,6,2,2,M2,S1,M2,L3,D,1,6.85,0
F,3,8,2,M1,S3,M1,L4,D,0,1.00,0
F,11,6,2,M2,S1,M2,L4,D,2,1.00,0
F,1,8,3,M2,S3,M1,L3,D,0,2.00,0
F,1,10,2,H1,S5,M3,L2,B,0,1.00,0
F,11,4,2,M1,S5,M1,L2,B,0,1.84,0
F,3,8,2,M1,S2,M1,L4,D,0,3.00,0
F,1,8,2,M1,S2,M3,L1,B,0,0.13,0
F,5,8,2,C,S1,M2,L2,B,0,0.86,0
F,11,4,2,M1,S5,M1,L2,D,1,0.13,0
F,12,20,2,H2,S3,M3,L1,B,0,1.00,0
P,3,2,2,H1,S5,M2,L3,D,2,1.00,0
F,6,8,2,H1,S1,M3,L3,D,1,2.00,0
F,10,0,2,M1,S0,M1,L2,B,2,0.14,0
F,4,20,3,M2,S2,M2,L1,B,0,1.00,0
F,15,20,2,M2,S3,M2,L1,D,0,1.00,1
P,11,0,2,M1,S2,M2,L1,B,0,1.00,0
F,3,14,2,M1,S2,M1,L1,D,1,0.53,0
F,1,2,2,H1,S2,M3,L1,D,4,1.74,0
F,1,2,2,H1,S1,M2,L4,D,3,1.00,0
F,5,8,3,M2,S1,M2,L2,B,0,2.00,0
F,5,2,2,H1,S2,M3,L2,D,2,4.00,0
P,6,2,2,H2,S5,M3,L2,D,1,3.00,0
F,8,2,2,M1,S0,M1,L2,D,0,1.00,0
P,1,2,2,M2,S5,M1,L3,D,2,0.83,0
F,10,2,2,M1,S1,M2,L3,D,0,1.47,0
F,10,6,2,M2,S2,M1,L1,E,0,1.00,0
F,12,10,2,H2,S0,M3,L2,D,1,0.14,0
F,11,0,2,M2,S1,M2,L1,B,5,1.00,0
F,10,2,2,M1,S2,M2,L2,D,0,1.00,0
P,1,6,2,H2,S1,M3,L2,B,0,1.00,0
F,1,0,2,H2,S1,M3,L4,D,1,0.61,0
P,13,6,2,M1,S1,M1,L1,D,0,1.00,1
F,11,6,2,M1,S1,M2,L2,D,1,1.00,0
F,2,0,2,M2,S2,M2,L1,D,5,3.00,0
F,6,14,2,M1,S1,M1,L2,D,1,1.00,0
F,5,8,3,M2,S2,M1,L3,D,0,2.85,0
F,9,2,2,M2,S1,M3,L3,D,2,1.00,0
F,1,6,2,H2,S2,M3,L3,D,3,2.43,0
F,2,4,2,H1,S3,M2,L2,D,2,0.43,0
F,3,8,2,H1,S2,M2,L3,D,0,2.00,0
F,8,8,2,M1,S0,M2,L1,D,0,1.00,0
F,8,6,2,M1,S2,M0,L1,B,1,1.00,0
P,14,6,2,M2,S0,M2,L2,D,0,0.39,0
F,5,2,2,M1,S1,M1,L1,D,3,1.00,0
P,3,10,2,M2,S5,M2,L2,B,0,2.00,0
F,3,6,3,H1,S1,M2,L1,D,0,0.20,0
F,1,4,2,M2,S5,M2,L3,D,3,1.00,0
F,4,6,3,H1,S2,M2,L1,D,0,1.00,0
F,2,6,2,H2,S2,M3,L2,B,1,1.00,0
F,1,10,2,M2,S3,M3,L1,D,1,1.00,0
F,2,14,2,C,S1,M3,L2,B,0,1.00,0
P,3,0,2,M1,S5,M1,L1,B,4,0.55,0
F,1,0,2,M1,S3,M2,L1,D,1,1.00,0
F,9,2,2,M2,S1,M2,L1,D,0,1.00,0
F,5,10,2,H1,S1,M3,L1,B,1,1.00,0
P,14,0,3,M2,S5,M1,L2,D,0,1.00,0
F,1,2,3,M2,S1,M2,L3,D,2,0.84,0
P,4,10,2,M2,S1,M2,L2,D,0,0.42,0
P,1,0,2,H1,S5,M3,L1,D,5,1.00,0
F,6,14,2,M2,S1,M2,L4,D,0,1.00,0
P,7,0,2,M1,S1,M2,L1,B,2,1.00,0
F,1,8,2,M1,S2,M1,L3,B,0,156.44,4
P,14,0,2,M2,S5,M1,L1,D,3,2.00,0
F,5,20,2,C,S3,M3,L1,B,0,6.00,0
F,2,0,3,M1,S3,M1,L1,D,0,1.00,0
F,1,14,2,M2,S1,M2,L2,D,1,63.16,0
F,4,10,2,H2,S2,M3,L3,D,1,2.00,0
F,2,0,2,M1,S1,M1,L2,D,0,46.76,0
F,4,10,2,H1,S2,M3,L1,D,0,2.00,0
F,2,14,2,M2,S3,M2,L1,B,0,11.44,0
F,1,10,2,H2,S3,M3,L2,D,0,46.21,4
F,9,14,2,C,S0,M0,L1,B,0,17.68,0
P,14,0,2,M1,S5,M1,L1,B,1,32.04,1
F,1,10,2,M2,S3,M2,L2,B,1,19.92,0
F,9,0,2,M1,S0,M1,L1,B,0,2.00,0
F,7,4,2,M2,S1,M2,L2,D,1,18.31,0
F,3,6,2,M2,S2,M1,L2,D,0,44.96,3
P,6,6,2,M2,S5,M2,L3,D,0,2.18,0
P,8,6,2,M2,S5,M2,L3,D,0,3.00,0
F,1,2,2,H1,S3,M2,L1,D,0,5.26,0
F,7,20,2,M1,S2,M0,L2,B,0,13.11,1
F,1,10,2,M2,S2,M2,L4,D,0,62.54,1
F,4,0,2,M2,S2,M2,L2,D,1,4.00,0
F,7,14,3,M1,S2,M1,L2,D,0,2.98,1
F,13,4,2,H1,S1,M1,L2,D,1,1.00,0
F,14,10,2,M2,S0,M1,L2,D,0,19.67,4
F,4,6,2,M1,S3,M1,L2,E,0,0.96,0
F,5,20,2,C,S3,M0,L1,B,0,97.77,4
F,7,2,2,M2,S1,M1,L3,D,0,7.65,0
F,5,6,2,M1,S2,M0,L2,D,0,6.60,0
F,10,14,2,H1,S1,M2,L1,D,0,3.00,0
F,7,4,2,M1,S1,M1,L3,D,0,35.03,2
F,2,6,2,H1,S1,M2,L2,D,1,18.25,0
F,8,10,2,M2,S1,M2,L1,D,1,6.00,0
F,7,4,2,M1,S2,M2,L2,B,0,6.66,0
P,2,2,3,M2,S2,M2,L2,D,0,2.58,0
F,1,6,2,H2,S5,M3,L2,D,0,2.00,1
F,9,8,2,M1,S2,M1,L3,D,0,4.66,0
F,2,14,2,M2,S3,M1,L1,B,0,1.00,0
F,1,4,3,M1,S2,M1,L1,D,0,2.78,0
F,13,4,2,M2,S2,M1,L3,D,1,0.75,0
P,15,14,2,H1,S5,M2,L2,D,0,0.09,0
F,8,14,2,H1,S1,M3,L2,B,0,2.67,0
F,11,14,2,M2,S0,M2,L4,D,0,1.00,0
P,1,0,2,M1,S1,M1,L2,D,2,2.00,0
F,14,20,2,M1,S1,M0,L1,D,0,9.01,0
F,4,4,2,M1,S3,M2,L2,B,0,7.76,0
F,1,2,2,H1,S2,M1,L3,E,1,1.00,0
F,1,2,2,M1,S2,M1,L2,D,3,12.87,1
F,10,2,2,M1,S2,M1,L1,B,1,2.32,0
F,14,10,2,M2,S0,M2,L2,B,0,3.48,0
F,1,0,3,M1,S2,M1,L1,B,0,2.00,0
P,5,4,2,M2,S5,M2,L2,D,0,7.00,0
F,3,2,2,M2,S1,M2,L1,D,1,2.30,0
F,7,10,2,H1,S2,M3,L2,D,0,4.69,0
F,7,14,2,M1,S2,M0,L1,B,0,10.00,0
F,7,20,2,C,S3,M1,L1,D,0,3.00,0
P,2,2,2,H2,S5,M3,L1,D,4,1.00,0
F,14,6,2,M2,S2,M2,L1,D,0,2.00,0
F,9,6,2,M2,S1,M1,L2,E,3,1.00,0
F,12,20,2,M2,S1,M1,L1,D,0,1.00,0
F,4,2,2,M1,S3,M1,L3,D,0,1.29,0
F,10,10,2,M2,S1,M2,L2,D,1,17.73,0
F,13,14,2,C,S0,M1,L1,B,0,9.32,0
F,15,14,2,C,S2,M0,L1,B,0,3.89,0
F,9,14,2,M1,S2,M1,L2,B,1,1.00,0
F,1,2,2,H1,S3,M2,L1,D,1,7.00,0
P,5,6,2,H2,S1,M3,L3,D,1,0.45,0
F,6,10,2,M1,S0,M1,L1,D,0,1.00,0
F,5,0,2,M1,S1,M2,L1,B,2,5.42,0
F,7,10,2,C,S3,M1,L2,D,0,1.00,0
P,1,6,2,M1,S2,M2,L2,B,0,8.57,2
F,2,2,3,M2,S1,M2,L3,D,1,3.20,0
F,3,2,2,M2,S2,M2,L3,E,0,1.00,0
F,1,2,2,M1,S1,M1,L2,E,1,4.00,1
F,10,8,2,C,S3,M0,L1,B,0,3.00,0
F,6,10,3,M1,S3,M2,L1,D,0,1.00,0
F,1,0,2,M2,S2,M1,L2,B,4,4.00,0
P,1,14,2,M1,S1,M1,L2,B,0,3.40,0
F,9,10,2,M2,S2,M2,L4,D,0,4.82,0
F,9,2,3,H1,S1,M2,L2,D,0,1.00,0
P,1,4,3,M2,S5,M1,L3,D,0,4.33,0
F,14,14,3,H1,S2,M2,L2,D,0,0.48,0
F,13,20,2,M2,S1,M1,L1,D,0,3.00,2
F,4,2,2,H2,S2,M2,L2,D,2,1.00,0
F,1,20,3,C,S2,M0,L2,D,0,2.00,0
F,6,4,2,M2,S1,M2,L3,B,0,0.47,0
F,4,14,3,M2,S2,M2,L2,D,0,6.00,0
F,10,14,3,M1,S2,M2,L4,D,0,1.00,1
F,1,10,2,M2,S0,M2,L1,D,1,2.00,0
F,10,2,2,M2,S1,M2,L2,B,0,1.44,0
F,2,4,2,H2,S2,M3,L2,D,3,3.03,0
F,9,14,2,M2,S1,M1,L1,D,1,0.65,0
F,12,6,2,M1,S2,M0,L2,D,0,0.26,0
F,7,2,2,H1,S1,M2,L4,D,2,0.52,0
P,1,8,3,M1,S5,M1,L2,D,0,3.89,0
F,14,8,2,H1,S1,M3,L2,B,0,2.49,0
F,10,2,3,M2,S1,M1,L2,D,0,2.00,0
F,14,0,2,C,S1,M1,L2,B,0,1.40,0
