F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE
F,3,10,3,M1,S3,M2,L1,B,0,1.00
P,4,0,2,H2,S5,M3,L1,D,0,0.17
F,14,8,2,M1,S5,M2,L2,B,0,0.32
F,12,2,3,M2,S1,M1,L4,D,0,0.86
F,6,2,2,H1,S1,M2,L2,D,3,1.00
F,13,0,2,H2,S2,M3,L1,B,3,1.00
F,1,0,2,M1,S1,M1,L3,E,1,1.00
F,3,2,2,H1,S1,M2,L2,B,2,1.00
F,14,14,2,M2,S2,M2,L3,D,0,2.00
F,8,10,2,M1,S3,M2,L2,D,1,1.00
P,1,2,2,H2,S5,M3,L1,D,1,1.00
F,2,20,3,M1,S1,M0,L1,D,0,1.00
P,5,0,2,H2,S5,M1,L2,E,0,1.00
F,8,10,2,H2,S2,M3,L2,D,0,1.00
P,11,0,2,H1,S5,M2,L1,D,1,1.00
F,1,8,2,M1,S3,M1,L2,E,0,0.66
P,13,2,2,M2,S2,M2,L3,D,0,1.00
F,14,4,2,C,S5,M0,L2,B,0,0.10
F,2,0,2,M2,S1,M1,L1,D,4,1.00
P,1,2,2,H2,S1,M3,L2,B,1,0.25
F,11,20,2,C,S3,M2,L1,B,1,1.00
F,14,8,2,M1,S2,M0,L1,B,0,0.12
F,2,8,2,H2,S2,M3,L4,D,1,1.00
F,11,8,2,M1,S5,M1,L1,B,0,0.16
F,1,2,2,H1,S5,M2,L2,D,1,0.38
F,1,10,2,H1,S3,M1,L1,D,0,1.00
F,8,14,2,M1,S2,M1,L2,B,0,109.44
F,14,14,2,M2,S0,M3,L2,B,0,4.04
F,1,10,2,C,S2,M1,L2,B,0,429.56
F,5,2,2,M1,S1,M1,L1,B,0,33.81
F,15,20,2,H1,S2,M2,L2,D,0,1.00
F,11,20,2,M1,S1,M1,L1,B,0,52.45
F,1,20,2,C,S2,M1,L1,B,0,181.00
F,3,10,2,M1,S3,M1,L2,B,0,142.10
F,12,6,2,M1,S2,M1,L4,D,0,1.00
F,1,2,2,M2,S2,M2,L2,D,1,169.58
F,11,8,2,M2,S1,M2,L2,D,1,7.18
F,5,4,2,M1,S1,M1,L2,B,0,65.83
F,1,14,2,M2,S1,M3,L1,B,0,14.35
F,10,14,2,M2,S1,M3,L2,B,0,2.53
F,1,4,2,H2,S2,M3,L2,D,2,27.91
F,4,0,2,M2,S2,M2,L1,B,2,3.63
F,8,20,2,M2,S2,M1,L1,D,0,5.79
F,13,14,2,M1,S1,M1,L2,B,1,1.76
F,10,10,2,M2,S1,M2,L2,D,0,68.47
F,12,6,2,M1,S1,M1,L2,B,0,45.78
F,3,6,2,M2,S1,M2,L1,D,0,19.63
F,1,10,2,M1,S2,M1,L3,B,0,131.06
F,11,14,2,M1,S2,M0,L1,D,0,28.12
F,1,0,2,M1,S0,M1,L2,B,0,1.00
F,10,10,2,M1,S3,M1,L2,D,0,12.48
F,2,14,2,H1,S1,M3,L2,D,0,9.86
F,1,6,3,H2,S2,M3,L2,D,0,2.00
F,14,8,2,M1,S1,M1,L3,B,0,1.26
F,5,2,2,M1,S2,M1,L2,B,2,7.95
P,4,10,3,M2,S5,M1,L2,D,0,6.60
F,1,8,2,M2,S1,M1,L3,D,0,28.91
F,14,6,2,H1,S1,M3,L3,D,1,0.38
F,2,10,2,C,S3,M2,L1,B,0,1.00
F,14,14,2,H1,S5,M3,L2,D,0,0.41
F,11,4,2,H1,S2,M2,L3,D,0,5.07
F,14,0,2,H1,S2,M3,L1,D,1,0.08
P,2,0,2,M1,S1,M1,L1,D,0,2.35
P,1,2,3,M2,S1,M2,L3,D,2,1.00
F,3,8,2,M1,S3,M1,L2,D,0,32.00
F,8,0,2,H1,S1,M3,L2,D,1,2.00
F,10,10,2,H2,S2,M3,L1,D,0,0.10
F,1,0,2,M1,S1,M1,L1,B,2,42.39
F,9,6,2,M2,S1,M3,L2,D,1,1.00
F,1,2,2,H1,S1,M3,L1,D,0,1.00
F,9,10,2,M1,S1,M2,L2,B,0,11.14
P,9,10,2,M1,S5,M1,L2,D,0,3.08
F,2,8,2,M1,S3,M1,L3,D,0,5.42
F,8,10,2,M1,S0,M1,L1,B,0,7.71
F,7,14,2,C,S2,M1,L3,B,0,0.65
F,3,14,2,M2,S1,M1,L1,B,0,2.00
F,3,8,3,M2,S5,M2,L1,D,0,0.26
F,5,8,2,M1,S1,M1,L4,B,0,2.09
F,4,2,2,M2,S2,M2,L2,B,0,2.57
F,6,14,2,H1,S3,M2,L2,D,0,1.00
F,14,8,2,M2,S5,M2,L4,D,0,1.00
P,1,2,2,H2,S5,M3,L3,D,2,4.26
F,7,0,2,M1,S1,M1,L2,B,1,8.88
F,1,0,2,M1,S3,M2,L2,D,0,4.76
F,6,0,2,M2,S2,M1,L2,D,2,2.00
F,8,4,2,M2,S1,M2,L3,D,2,1.49
F,2,0,2,M1,S1,M1,L2,B,3,2.00
F,4,8,2,M2,S2,M1,L1,D,0,3.00
P,9,4,2,H2,S5,M3,L1,D,0,1.00
F,8,10,2,H1,S3,M2,L1,D,0,1.00
F,13,20,2,M1,S1,M0,L4,D,0,1.00
F,14,14,2,C,S1,M0,L2,D,0,6.65
F,1,6,2,H2,S2,M3,L3,D,1,11.38
F,3,8,2,M1,S1,M1,L4,B,0,3.84
F,1,2,2,M1,S1,M2,L1,B,1,3.24
P,10,6,2,M1,S5,M2,L1,B,0,0.67
F,2,6,2,M1,S3,M2,L2,B,1,0.97
F,11,2,2,M1,S3,M2,L2,B,1,1.00
F,7,0,2,M1,S2,M2,L1,B,0,2.00
F,9,10,2,M2,S2,M1,L2,D,1,2.83
F,12,8,2,M1,S0,M1,L3,B,0,0.26
F,1,0,2,M2,S3,M3,L1,D,2,1.00
F,1,8,2,C,S3,M2,L2,B,0,0.29
F,14,10,2,H2,S1,M3,L1,D,2,0.75
F,3,0,2,M2,S1,M2,L1,D,1,8.00
P,2,6,2,M2,S5,M2,L3,D,0,2.00
F,14,2,2,H1,S2,M3,L3,D,1,1.01
F,4,10,2,H2,S2,M3,L2,B,2,1.05
F,1,10,1,M2,S2,M1,L2,D,0,3.00
F,6,10,2,H2,S1,M3,L1,B,0,1.00
P,1,6,2,M2,S5,M2,L2,D,2,1.00
F,4,8,2,H1,S1,M3,L2,D,1,1.00
F,10,4,2,M2,S0,M3,L2,D,0,1.00
F,4,2,2,M2,S1,M1,L2,D,1,5.87
F,11,8,2,M2,S1,M1,L1,D,0,1.30
F,1,0,2,M2,S2,M3,L1,B,5,3.00
F,1,10,2,H1,S3,M3,L4,D,0,4.00
P,4,2,2,M1,S5,M2,L2,D,0,1.00
F,14,2,2,H1,S1,M2,L2,D,0,1.00
F,12,10,2,M1,S2,M0,L2,B,0,2.75
F,7,2,2,H2,S1,M2,L2,D,0,1.00
P,14,10,2,H2,S5,M3,L1,B,1,1.00
F,6,20,3,C,S3,M1,L1,D,0,1.00
F,14,10,2,M1,S5,M0,L2,D,0,0.09
F,8,2,2,M1,S1,M1,L3,B,0,5.86
F,14,10,1,M1,S1,M0,L2,D,0,0.66
F,13,2,3,M2,S1,M1,L2,D,0,2.00
F,3,14,2,M2,S2,M3,L2,D,0,2.00
F,14,10,3,M1,S2,M2,L2,D,0,1.32
F,2,8,3,M2,S1,M2,L3,D,0,1.00
P,14,2,3,M2,S5,M2,L3,D,0,2.87
F,10,4,2,M2,S1,M3,L2,D,0,1.00
F,4,0,2,M1,S1,M1,L1,D,2,1.91
F,4,8,3,M2,S2,M1,L1,D,0,2.00
F,1,0,2,M1,S2,M1,L4,D,0,1.57
F,5,6,2,H1,S2,M3,L1,D,1,1.31
P,8,2,2,M1,S3,M1,L1,B,0,1.00
F,1,2,3,M1,S1,M2,L1,B,0,2.00
F,3,8,2,M2,S5,M2,L2,D,0,4.00
F,4,2,2,M2,S2,M1,L2,D,4,0.29
F,2,14,2,C,S2,M0,L1,D,0,5.00
F,14,6,2,H2,S3,M3,L2,D,0,0.27
P,7,0,3,M2,S1,M2,L1,B,4,1.00
F,4,4,2,M1,S3,M1,L2,B,1,1.00
F,13,14,2,M1,S2,M0,L4,B,0,1.00
F,4,2,2,H2,S1,M3,L2,D,0,1.41
P,4,0,2,M1,S1,M2,L2,B,1,1.00
F,2,2,2,M1,S5,M2,L2,B,0,1.00
F,11,20,2,C,S5,M1,L1,D,0,1.00
F,7,2,2,M1,S1,M1,L2,E,0,1.00
P,7,4,2,M2,S5,M3,L3,D,1,1.00
F,5,0,2,M2,S1,M2,L2,B,2,1.00
F,13,0,2,H1,S1,M2,L2,E,2,1.00
F,5,14,2,H1,S3,M1,L1,D,0,1.00
F,6,2,2,H1,S2,M1,L3,D,1,1.00
F,14,10,2,M1,S1,M0,L2,D,3,0.13
F,3,14,2,M1,S1,M2,L1,D,1,1.00
F,2,4,2,M1,S2,M2,L3,D,0,3.00
F,15,14,2,C,S1,M1,L1,B,0,1.80
P,13,14,2,M1,S2,M1,L1,B,0,1.00
F,1,14,2,C,S2,M0,L4,D,0,1.00
F,3,8,3,M1,S3,M1,L2,B,0,1.00
F,6,6,2,H1,S2,M3,L1,D,0,1.00
F,10,10,1,M1,S2,M0,L2,D,0,2.00
F,4,20,2,M2,S2,M3,L2,B,0,1.00
F,12,6,2,H1,S2,M3,L2,D,1,1.00
F,13,0,2,M2,S1,M2,L2,D,2,1.00
F,6,2,2,M1,S1,M1,L4,D,1,1.00
F,1,6,2,M2,S2,M1,L2,D,4,1.00
F,4,14,2,M1,S2,M1,L2,B,1,1.00
F,5,0,2,H2,S3,M3,L1,D,4,1.00
F,4,14,2,M1,S1,M1,L2,B,1,1.34
F,11,4,2,H1,S0,M2,L2,D,0,2.00
F,14,6,3,M2,S0,M1,L2,D,0,1.00
F,14,6,2,M2,S2,M3,L3,D,1,0.10
F,8,14,2,M2,S2,M3,L2,B,0,0.16
F,10,2,2,M2,S0,M2,L2,D,2,0.19
F,2,4,2,M1,S3,M0,L1,B,0,1.00
F,9,20,2,M1,S2,M2,L1,D,0,0.09
P,3,20,2,M1,S5,M1,L1,B,0,1.00
P,5,10,2,H2,S5,M3,L1,B,0,1.00
F,2,0,2,M2,S3,M1,L2,B,2,1.00
P,8,6,2,M2,S2,M2,L3,D,0,1.00
F,12,10,3,H2,S1,M3,L2,D,1,1.00
P,1,10,2,C,S5,M1,L3,B,0,1.00
F,1,8,2,M2,S2,M3,L3,D,2,1.00
F,14,20,2,H2,S1,M1,L2,D,0,1.00
F,5,20,2,M2,S1,M2,L2,B,0,1.00
F,9,8,2,C,S2,M1,L2,D,0,1.00
F,6,8,2,M1,S1,M1,L1,D,0,28.59
F,1,8,2,M1,S3,M1,L1,B,0,2522.49
F,8,10,2,M1,S0,M1,L2,D,0,9.37
F,13,10,2,M1,S2,M1,L2,B,0,59.82
F,4,10,2,M2,S2,M2,L1,D,1,4.34
F,1,14,2,M1,S3,M2,L1,B,0,187.39
F,8,10,2,M1,S1,M1,L1,D,0,71.05
F,5,14,2,M1,S2,M1,L1,B,0,111.50
F,12,14,2,M1,S1,M1,L2,B,0,123.14
F,8,20,2,M1,S1,M1,L4,B,0,1.00
F,1,8,2,M2,S3,M1,L3,D,0,6.00
F,14,10,2,M2,S1,M1,L1,D,0,9.09
F,12,14,2,M1,S0,M2,L2,B,0,10.03
F,4,10,2,M1,S3,M0,L2,D,0,7.00
F,1,6,2,H1,S1,M2,L2,D,0,130.47
F,1,10,2,H2,S3,M3,L1,D,0,7.75
F,5,6,2,M1,S2,M2,L1,D,0,2.55
F,11,20,3,M2,S2,M1,L1,D,0,1.00
F,5,0,2,M2,S1,M3,L1,D,0,3.00
F,13,10,2,M1,S2,M1,L3,B,0,3.33
F,11,4,2,M1,S2,M1,L1,B,0,17.01
F,9,8,2,M1,S1,M1,L1,B,0,58.33
F,13,2,2,M1,S2,M1,L2,B,0,12.52
F,2,10,2,H1,S1,M2,L4,D,0,1.00
F,6,20,2,C,S2,M0,L1,D,0,12.00
F,6,4,2,M1,S1,M2,L2,D,0,13.99
F,8,20,2,M1,S2,M2,L2,B,0,1.41
F,14,8,2,M2,S2,M2,L2,D,0,21.82
F,1,14,2,M2,S5,M2,L3,D,0,1.00
F,2,2,2,H2,S1,M3,L3,D,3,3.42
F,6,10,2,H1,S1,M2,L3,D,1,1.43
F,3,4,2,M1,S0,M1,L2,D,0,1.00
F,8,4,2,M1,S1,M1,L2,D,1,5.32
P,11,10,3,M1,S5,M1,L1,D,0,1.00
F,14,10,2,C,S0,M1,L1,B,0,8.96
F,11,14,2,C,S3,M1,L2,B,0,10.13
F,9,8,2,M1,S2,M1,L1,D,0,11.89
P,9,4,2,M1,S5,M1,L2,D,0,10.97
F,1,10,2,C,S3,M1,L1,D,0,14.00
F,11,8,2,M2,S2,M2,L2,D,1,4.40
F,8,4,2,M1,S1,M1,L1,D,0,13.14
F,7,6,2,M1,S1,M1,L4,B,0,5.00
P,2,14,2,M1,S5,M1,L1,B,0,1.60
F,8,4,2,M2,S2,M2,L3,D,0,4.92
F,6,6,2,M1,S3,M1,L4,E,0,1.00
F,5,6,3,M2,S1,M1,L1,D,0,1.00
F,7,2,3,M2,S1,M2,L2,D,1,1.00
F,11,2,2,H1,S0,M3,L3,D,3,1.00
F,8,2,2,M2,S3,M2,L2,B,0,1.00
P,1,2,2,M2,S2,M3,L2,D,0,1.00
F,1,2,2,M1,S2,M1,L4,B,0,6.99
F,11,8,2,M1,S1,M2,L1,D,0,2.00
F,4,4,2,M2,S1,M3,L3,D,0,1.00
F,9,6,2,H1,S1,M2,L3,D,0,1.12
F,7,6,2,M2,S1,M2,L4,D,1,1.00
F,1,8,2,C,S1,M1,L3,B,0,2.00
F,1,20,2,H1,S3,M2,L2,D,0,1.73
P,2,0,2,M1,S5,M1,L1,B,0,3.35
F,5,20,2,M1,S3,M0,L2,B,0,4.00
F,4,8,2,H2,S1,M3,L2,D,2,1.00
F,6,2,2,M2,S1,M1,L4,D,1,2.00
P,8,8,2,H2,S5,M3,L1,B,0,1.00
F,2,0,2,H2,S2,M3,L2,D,2,2.00
F,6,14,3,M1,S1,M1,L2,D,0,5.00
P,1,0,2,M2,S5,M2,L3,E,4,1.00
P,1,10,2,M1,S5,M1,L3,B,0,3.42
F,8,14,2,H1,S2,M2,L1,B,1,1.07
P,1,0,2,M1,S3,M1,L2,D,0,1.00
F,10,20,2,C,S1,M0,L2,D,0,4.29
F,14,2,2,H1,S1,M3,L2,D,2,0.51
P,15,6,2,M2,S5,M3,L2,B,0,1.00
F,10,4,2,H1,S1,M2,L4,D,0,0.36
F,3,4,2,M1,S1,M1,L1,B,1,0.30
P,12,4,2,M2,S1,M2,L3,D,0,1.00
F,11,8,2,C,S5,M0,L2,B,0,1.56
P,13,6,2,M2,S3,M2,L4,D,0,1.00
F,1,14,2,H1,S1,M2,L1,D,0,14.21
F,15,10,2,C,S0,M0,L3,B,0,2.00
F,1,8,2,H2,S1,M3,L4,D,0,1.00
F,2,4,2,H2,S2,M3,L3,B,2,0.30
F,1,2,2,H1,S3,M3,L3,D,3,1.00
P,1,2,3,M2,S1,M2,L1,B,0,1.00
F,5,10,3,M2,S2,M2,L2,B,0,1.00
F,4,8,2,M2,S1,M2,L3,D,1,4.00
F,8,10,3,M2,S1,M2,L1,D,0,1.00
F,5,0,2,M2,S2,M2,L2,D,2,2.00
F,12,6,2,M1,S3,M1,L2,B,0,6.48
P,12,6,2,M1,S1,M1,L2,D,0,2.75
F,5,4,2,H2,S1,M3,L2,D,4,1.00
F,2,6,3,M2,S1,M2,L2,B,0,1.00
F,3,6,2,M1,S1,M1,L2,D,2,1.00
P,10,4,2,M1,S1,M2,L3,D,1,1.00
F,4,6,2,H2,S1,M3,L2,D,0,3.15
F,7,20,3,M2,S2,M1,L2,D,0,1.00
F,1,8,2,M2,S1,M3,L1,D,0,2.00
F,10,10,3,M2,S2,M2,L2,D,0,2.00
F,1,8,2,M2,S1,M1,L2,B,0,6.88
F,3,0,2,M2,S1,M2,L1,D,4,4.00
F,1,2,2,M2,S1,M3,L1,B,0,2.00
F,8,0,2,H1,S1,M1,L1,E,1,1.00
F,11,20,2,H1,S0,M2,L1,B,0,0.64
F,14,6,2,M2,S5,M1,L2,D,1,0.77
F,4,2,2,M2,S1,M3,L2,D,1,1.00
F,2,0,2,M1,S1,M2,L1,D,0,2.00
F,6,10,2,M1,S1,M1,L2,E,0,1.00
F,1,8,2,M1,S2,M2,L2,B,1,2.00
F,12,14,2,M2,S2,M3,L2,B,0,1.00
F,5,4,2,C,S2,M1,L3,B,0,1.00
F,7,2,2,M2,S1,M2,L1,D,1,1.00
F,5,10,2,M2,S1,M2,L2,B,1,2.03
P,11,0,2,M1,S2,M2,L1,D,2,1.00
P,11,2,3,M2,S5,M1,L4,D,0,1.00
P,11,6,2,M1,S5,M2,L3,B,0,1.00
F,1,10,2,C,S5,M1,L1,B,0,2.00
F,2,2,2,M2,S1,M1,L3,D,2,1.00
F,6,10,2,M1,S1,M1,L1,B,1,1.00
F,5,14,1,M2,S1,M3,L2,B,0,1.00
F,8,2,2,H1,S3,M2,L3,D,2,1.00
F,10,10,1,M1,S1,M0,L2,D,0,1.00
F,8,14,2,C,S0,M0,L2,D,0,0.90
F,1,4,2,M2,S1,M3,L4,D,0,0.52
F,1,0,2,H2,S3,M3,L1,B,4,1.00
F,7,20,2,C,S1,M0,L2,D,0,2.00
F,6,0,2,H1,S1,M3,L1,D,4,1.00
P,12,8,2,M1,S5,M1,L1,D,0,1.00
F,9,2,2,H1,S1,M3,L3,D,0,0.87
F,1,4,2,H2,S1,M2,L3,D,4,1.70
F,13,20,2,C,S3,M0,L2,B,0,1.00
F,2,8,2,H2,S1,M3,L1,D,2,2.00
P,13,6,2,M2,S1,M1,L1,D,0,1.00
F,4,2,2,H2,S2,M2,L3,D,3,1.00
F,6,6,2,M2,S1,M2,L4,D,0,1.00
F,13,10,2,M2,S2,M3,L2,B,0,1.00
F,5,6,2,M2,S2,M2,L1,B,1,0.23
F,8,4,2,M2,S2,M2,L2,B,1,0.16
F,12,2,2,M2,S1,M2,L3,D,1,2.00
P,5,0,3,M1,S5,M1,L1,B,0,1.00
F,10,8,2,M1,S5,M1,L1,B,0,0.52
F,11,14,2,M2,S1,M3,L2,D,1,1.00
F,1,0,2,H2,S3,M3,L3,D,4,0.43
F,12,14,2,H1,S0,M3,L2,D,2,0.53
P,1,0,2,H2,S5,M3,L3,E,3,1.00
P,5,2,2,M2,S5,M2,L2,D,4,0.16
P,2,10,2,H1,S5,M3,L3,D,0,0.78
F,4,2,3,M2,S2,M1,L3,D,0,1.00
F,6,0,2,M2,S1,M3,L1,B,5,1.00
F,14,4,2,M2,S1,M3,L3,D,0,0.30
F,1,10,2,M1,S3,M2,L1,B,0,127.44
F,1,8,2,C,S2,M1,L1,B,0,117.39
F,11,20,2,M1,S1,M2,L2,B,0,14.23
F,9,2,2,M1,S1,M1,L2,B,1,14.83
F,8,10,2,M1,S1,M1,L1,B,0,166.42
F,10,10,2,M1,S1,M1,L4,B,0,6.00
P,7,2,2,M1,S2,M1,L2,B,0,6.00
F,10,6,2,M2,S1,M1,L2,D,0,22.35
F,1,0,2,M1,S3,M1,L1,B,2,97.91
F,9,8,2,M1,S1,M1,L3,B,0,2.87
F,10,10,2,M1,S5,M1,L2,B,0,3.00
F,7,10,2,M1,S1,M2,L1,B,0,7.23
F,11,2,2,M2,S1,M2,L2,D,1,5.09
F,3,0,2,C,S2,M1,L1,B,0,7.18
F,1,2,2,M2,S3,M2,L2,D,1,35.16
F,14,6,2,M2,S1,M1,L2,D,0,13.91
F,1,14,2,H1,S2,M1,L1,D,0,6.00
F,2,8,2,C,S3,M1,L1,B,0,19.17
F,4,4,2,H1,S3,M2,L2,D,1,1.00
P,14,4,2,H1,S5,M2,L2,D,0,2.00
F,6,6,2,M1,S1,M1,L2,D,0,99.97
F,7,10,2,M1,S1,M1,L2,B,0,253.79
F,3,20,2,M1,S3,M1,L1,B,0,57.14
F,11,10,2,C,S1,M0,L2,B,0,28.21
F,12,6,2,M2,S0,M1,L3,D,1,1.00
F,1,20,2,M1,S2,M2,L2,B,0,64.96
F,3,2,2,M2,S1,M2,L4,D,3,1.00
P,14,0,2,M2,S5,M1,L1,D,0,11.34
F,11,10,2,M1,S3,M1,L2,D,0,27.71
F,2,0,2,M1,S1,M2,L1,D,3,1.62
F,4,2,2,H1,S1,M2,L1,D,5,1.00
F,8,10,2,H1,S1,M3,L2,D,1,4.51
F,6,4,2,H2,S2,M3,L2,D,0,1.56
F,1,6,3,H1,S5,M3,L2,D,0,1.00
F,11,20,2,C,S3,M3,L1,B,0,2.42
F,7,2,2,M1,S2,M1,L3,D,0,8.60
F,1,4,2,M2,S3,M2,L1,D,1,9.33
F,11,2,2,M2,S1,M1,L4,D,0,2.00
F,4,10,2,M2,S1,M1,L2,D,1,12.56
F,7,6,2,M2,S2,M2,L3,D,0,1.76
F,1,2,2,H2,S1,M3,L1,D,2,2.00
F,14,10,2,H1,S3,M3,L3,D,0,0.08
F,7,2,3,M2,S2,M1,L2,D,0,1.00
F,5,2,2,M1,S1,M2,L2,D,0,9.00
F,12,4,2,M2,S1,M2,L2,D,0,12.04
P,1,8,2,H1,S5,M2,L2,D,0,7.51
F,4,4,2,H1,S1,M2,L3,D,1,9.73
P,12,10,2,M1,S5,M1,L2,D,0,5.61
F,1,2,2,H2,S3,M3,L2,D,2,8.27
F,14,10,2,M2,S0,M3,L1,B,0,1.00
F,11,6,2,M2,S0,M3,L2,B,0,1.39
F,5,10,2,M1,S2,M2,L3,D,0,1.29
P,10,10,2,M2,S5,M2,L2,D,0,3.15
P,2,8,2,H2,S5,M3,L2,D,2,1.00
F,9,6,2,M1,S2,M2,L1,B,0,0.43
F,2,6,2,H2,S2,M3,L2,D,1,7.01
F,1,6,2,M1,S3,M2,L1,D,0,14.51
F,14,4,2,M2,S2,M1,L2,B,2,0.46
F,13,10,2,M2,S2,M2,L1,D,0,6.45
F,5,4,2,H2,S2,M3,L2,D,0,2.59
P,1,0,2,M1,S1,M2,L2,D,0,3.63
F,14,14,2,H2,S1,M2,L2,D,0,0.60
F,11,14,2,M1,S1,M1,L3,B,0,3.00
F,9,20,1,M2,S2,M1,L1,B,0,2.00
F,11,10,2,M2,S2,M1,L2,E,0,2.00
F,11,0,2,H1,S0,M2,L3,D,3,0.50
F,1,2,2,H2,S1,M3,L2,B,3,3.89
P,4,4,2,H2,S3,M3,L3,D,1,0.58
F,4,10,2,C,S2,M0,L1,D,0,1.35
F,14,6,2,M1,S2,M1,L1,D,0,6.91
F,1,4,2,M1,S5,M1,L1,D,0,4.00
P,11,4,2,M1,S1,M1,L3,D,0,1.00
F,11,8,2,M2,S0,M3,L2,B,0,0.83
F,1,4,2,M1,S3,M0,L2,B,0,2.00
F,13,20,2,M1,S0,M0,L1,B,0,1.77
F,3,14,2,M2,S2,M1,L1,D,0,15.72
F,3,14,2,M1,S1,M2,L2,D,1,1.00
P,1,14,2,H1,S5,M2,L2,D,0,1.00
F,3,10,3,M2,S2,M1,L1,D,0,4.27
F,10,10,2,H1,S2,M3,L3,D,1,1.00
P,2,6,2,M1,S1,M1,L3,D,0,1.00
F,11,4,2,M1,S0,M0,L3,D,0,1.00
F,10,10,3,M1,S2,M2,L2,B,0,1.00
F,12,2,2,M1,S1,M1,L4,B,0,1.00
F,6,10,2,M2,S1,M2,L2,D,3,1.55
F,8,8,2,H1,S2,M3,L1,D,0,0.14
F,3,6,2,H2,S2,M3,L1,D,0,1.00
F,10,20,2,C,S1,M0,L4,B,0,1.00
P,1,2,2,M2,S2,M2,L2,D,4,1.95
F,3,10,2,H1,S1,M3,L2,D,1,5.10
F,1,8,3,H1,S5,M2,L2,D,0,1.42
F,10,6,3,M2,S2,M1,L2,D,0,1.36
F,3,0,2,H2,S2,M3,L1,D,4,1.00
P,14,8,2,M2,S0,M2,L2,D,3,0.13
F,11,0,2,M1,S0,M1,L1,B,0,12.31
P,13,14,2,C,S1,M0,L1,B,0,1.00
F,1,2,2,H1,S2,M1,L2,E,1,2.00
F,11,8,2,M2,S0,M2,L2,D,1,3.00
F,2,10,2,M2,S1,M2,L1,B,0,5.00
P,2,6,3,M2,S5,M2,L2,D,0,2.09
P,8,14,2,C,S2,M0,L1,B,0,1.00
F,11,8,2,M1,S3,M0,L1,B,0,1.00
F,11,8,2,H2,S0,M3,L2,D,0,0.61
P,9,0,2,M1,S3,M1,L2,B,1,2.00
F,4,8,3,M1,S1,M1,L2,D,0,2.69
F,10,4,2,M2,S1,M1,L1,D,0,2.85
F,11,4,2,M1,S1,M2,L3,D,1,0.98
F,6,14,2,C,S1,M1,L4,B,0,2.00
P,13,0,3,M2,S5,M2,L3,D,0,4.00
F,4,10,2,M2,S1,M2,L2,D,3,0.53
P,3,2,2,M1,S3,M1,L2,B,0,1.00
F,11,6,2,M1,S3,M2,L1,D,0,1.00
F,9,10,3,M2,S1,M2,L2,D,1,0.20
F,6,10,3,C,S2,M2,L2,B,0,1.00
P,3,4,2,M2,S1,M2,L2,D,1,0.12
F,11,0,2,M1,S3,M1,L2,D,0,3.00
P,1,10,2,M1,S1,M1,L2,D,0,3.68
F,14,4,2,H2,S2,M2,L2,D,1,0.45
F,13,10,2,M2,S2,M3,L2,D,0,2.00
F,1,0,3,M2,S3,M2,L2,D,0,3.00
F,3,0,2,M1,S2,M1,L3,B,1,2.00
F,6,4,2,M1,S0,M1,L2,B,0,1.00
F,9,6,2,H1,S2,M2,L1,D,0,1.00
F,10,10,2,H1,S2,M2,L3,D,0,1.00
F,7,20,1,C,S2,M1,L1,B,0,2.00
P,1,2,2,M2,S1,M2,L2,D,2,0.42
F,6,20,2,M1,S1,M1,L4,D,0,1.00
F,1,10,2,M1,S1,M2,L4,B,0,2.00
F,2,14,2,M1,S2,M1,L4,B,0,3.26
P,3,6,2,M2,S5,M3,L2,D,0,1.00
P,1,10,2,C,S1,M1,L2,B,0,1.17
P,6,6,2,M2,S1,M1,L3,D,1,1.00
F,14,2,2,M2,S5,M2,L4,D,1,1.00
F,14,8,3,H1,S1,M3,L1,D,0,0.53
P,4,4,2,M1,S1,M2,L2,D,0,1.00
P,7,0,2,H1,S5,M3,L1,D,3,1.00
F,1,6,3,H1,S5,M2,L2,D,0,1.00
P,5,4,2,M2,S2,M2,L2,D,0,2.00
F,9,14,1,M1,S2,M1,L2,D,0,1.00
F,9,10,2,M2,S3,M2,L2,D,1,0.55
F,2,4,2,H2,S1,M3,L2,D,4,1.00
F,11,0,2,M2,S1,M2,L1,B,3,1.00
F,1,2,2,H1,S3,M1,L2,E,2,1.00
F,7,8,2,H1,S2,M3,L2,B,0,1.00
F,10,6,2,C,S3,M0,L1,B,0,1.00
F,15,14,2,M1,S3,M0,L2,B,0,0.12
P,5,10,2,H1,S5,M2,L4,D,0,1.00
P,5,0,2,M2,S5,M3,L1,B,5,0.34
F,3,8,2,M1,S2,M2,L4,D,0,1.00
F,1,2,2,M1,S1,M1,L2,E,3,2.00
F,7,6,3,M1,S1,M2,L2,D,0,1.00
P,13,4,2,M1,S5,M2,L4,D,0,0.09
F,3,20,3,M2,S2,M1,L2,B,0,1.00
F,3,10,2,H1,S1,M3,L4,D,0,2.00
F,2,8,3,M2,S3,M2,L1,B,0,1.00
F,11,2,2,H1,S2,M2,L4,D,1,0.37
F,7,4,2,H2,S5,M3,L3,D,1,1.00
F,15,14,2,H1,S2,M2,L1,D,0,1.00
F,3,10,2,C,S1,M1,L3,B,0,1.00
F,14,0,3,M1,S1,M1,L1,D,2,1.00
F,12,14,2,C,S3,M1,L4,B,0,1.00
F,14,14,2,M1,S1,M0,L4,D,0,1.00
F,4,10,3,H1,S1,M3,L2,D,1,1.00
F,2,0,2,H1,S1,M2,L2,E,4,1.00
