F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE
F,1,6,2,H1,S5,M2,L1,D,0,1.00
F,7,4,2,C,S1,M1,L2,B,0,4.13
P,6,2,2,H2,S5,M3,L3,D,0,0.22
F,1,14,3,M1,S3,M1,L2,B,0,5.00
P,10,0,2,M1,S5,M1,L1,D,0,1.00
F,2,0,2,H1,S5,M3,L1,D,2,1.00
F,13,10,2,M1,S3,M0,L2,B,0,0.63
F,9,6,2,M1,S1,M1,L1,D,1,1.00
F,7,2,2,M2,S2,M1,L3,D,0,3.31
F,2,10,2,M1,S2,M1,L2,B,1,1.09
F,1,4,2,M1,S3,M1,L2,B,2,10.00
F,12,6,2,M2,S1,M1,L4,D,0,2.00
F,12,10,2,M1,S2,M0,L1,D,0,3.00
F,14,14,2,C,S0,M1,L1,D,0,0.24
F,13,10,2,M2,S0,M2,L2,B,0,1.30
F,3,10,2,M1,S2,M2,L2,B,1,1.00
F,1,4,2,M2,S3,M3,L1,D,0,1.00
F,1,2,3,H2,S2,M2,L2,D,3,0.91
P,1,2,3,M2,S1,M2,L2,D,0,1.00
F,4,6,2,M1,S1,M0,L1,D,0,1.00
F,1,10,2,M1,S2,M0,L4,B,0,3.00
F,13,6,2,M1,S2,M1,L4,D,0,1.00
F,1,10,2,M2,S2,M1,L3,D,1,2.33
F,5,8,2,M1,S2,M2,L3,D,0,1.00
F,6,10,2,H1,S1,M3,L1,B,0,1.00
F,4,4,2,M1,S2,M2,L3,D,0,1.63
F,6,4,2,M2,S1,M2,L3,D,3,1.00
F,1,6,2,M2,S3,M2,L2,D,3,2.00
P,7,2,2,H1,S5,M3,L2,D,0,1.00
F,15,2,2,M1,S2,M2,L4,D,0,1.00
F,12,20,3,C,S1,M1,L1,B,0,1.00
F,1,20,3,H1,S3,M1,L1,D,0,1.00
F,1,10,2,H2,S1,M2,L1,D,0,1.00
F,11,10,2,C,S2,M2,L2,B,0,0.66
F,4,10,3,H1,S3,M3,L4,D,0,1.00
F,5,0,2,M2,S1,M2,L2,D,5,0.90
F,9,6,2,M1,S5,M1,L1,B,0,1.00
P,4,2,2,M1,S2,M2,L2,B,0,3.00
F,2,6,3,M1,S1,M2,L1,D,0,1.00
F,11,10,2,H1,S3,M3,L2,B,0,1.00
F,1,8,2,H1,S1,M3,L1,B,1,1.00
F,5,4,2,M2,S1,M1,L4,D,1,1.00
F,3,0,2,C,S1,M0,L2,B,0,1.00
F,1,2,3,H1,S2,M2,L3,D,0,1.00
F,14,8,2,M1,S2,M0,L2,D,0,1.56
F,5,4,2,M2,S3,M3,L2,D,0,1.00
P,4,8,2,C,S5,M1,L1,B,0,0.35
F,6,0,2,M2,S2,M3,L1,D,2,1.00
F,9,0,2,M1,S1,M2,L1,B,1,3.00
F,1,20,2,C,S2,M1,L4,D,0,1.00
P,12,8,2,M2,S5,M2,L3,D,1,0.13
F,11,4,2,M1,S1,M1,L2,E,0,1.00
P,1,2,2,H1,S5,M2,L2,D,3,3.00
F,2,0,2,M1,S1,M1,L1,D,2,2.00
F,4,6,3,H2,S2,M3,L2,D,0,1.00
F,2,8,2,M2,S3,M3,L4,B,0,1.00
F,14,4,2,C,S3,M1,L2,D,0,1.00
F,3,8,3,M1,S2,M1,L4,D,0,0.22
F,3,14,2,M2,S1,M2,L2,B,1,2.00
F,4,0,2,H1,S2,M3,L1,D,4,1.00
F,11,14,3,H1,S2,M2,L2,D,0,1.49
P,14,10,1,H2,S5,M3,L2,B,0,0.53
F,3,20,2,H1,S2,M3,L1,B,0,1.00
F,11,20,1,H2,S3,M3,L1,B,0,0.70
F,5,0,2,M2,S3,M2,L2,B,2,1.00
F,9,4,2,H1,S1,M3,L3,D,2,1.00
P,3,4,2,M1,S2,M2,L2,B,0,1.00
F,13,14,2,M1,S3,M0,L1,B,0,1.00
F,8,14,2,C,S2,M1,L2,D,0,1.00
F,4,2,2,H1,S2,M3,L4,D,1,1.00
F,13,6,2,M1,S1,M1,L3,D,1,1.00
F,1,10,2,M2,S5,M1,L1,D,0,1.00
F,9,10,2,M2,S0,M2,L4,D,0,1.00
F,1,10,3,M2,S2,M1,L2,D,0,170.42
F,13,4,2,M1,S1,M1,L2,B,0,26.84
F,2,10,2,M1,S3,M1,L2,D,0,109.65
F,1,8,2,H1,S1,M3,L1,D,2,1.00
F,5,10,2,M1,S2,M1,L2,D,0,163.78
F,1,2,2,H1,S1,M2,L2,D,4,7.00
F,1,0,2,H1,S2,M3,L2,B,1,3.00
F,4,6,2,M1,S2,M1,L1,B,0,80.46
P,1,4,2,H2,S5,M3,L2,D,1,19.54
F,4,0,2,M2,S1,M3,L2,B,0,1.00
F,6,0,2,M2,S2,M1,L2,D,1,3.00
F,11,8,2,M2,S0,M2,L2,D,0,19.10
F,6,4,2,M2,S1,M2,L3,D,0,22.08
F,14,14,2,H1,S2,M2,L2,D,0,8.03
F,14,10,2,C,S1,M0,L2,B,0,30.10
F,9,20,2,H1,S2,M2,L1,D,0,1.78
F,5,4,2,M2,S1,M3,L3,D,0,0.78
F,6,6,2,M1,S1,M1,L1,D,0,22.85
F,14,2,2,M1,S3,M1,L2,B,1,0.27
F,3,6,2,M2,S2,M2,L2,D,1,12.27
F,1,14,2,M1,S3,M1,L1,B,1,18.23
P,5,0,2,H1,S5,M2,L2,E,4,1.00
F,1,0,2,M1,S3,M1,L1,D,2,11.00
F,2,4,2,M1,S1,M2,L2,B,0,26.25
F,9,14,2,M1,S0,M1,L1,B,0,14.14
F,11,14,2,M2,S3,M1,L3,B,0,1.00
F,3,14,3,M1,S2,M2,L2,B,0,2.24
F,1,8,2,M2,S0,M1,L2,D,0,1.00
F,7,0,2,H1,S1,M3,L1,B,1,1.00
F,2,0,2,M1,S1,M2,L2,B,0,6.94
F,9,4,2,C,S3,M0,L1,B,0,2.00
F,14,4,2,M2,S2,M2,L2,B,0,1.93
F,10,8,2,M2,S0,M2,L2,D,1,2.00
F,4,4,2,M2,S2,M2,L2,D,1,8.00
F,1,6,2,C,S2,M0,L1,B,1,4.00
F,2,2,2,M1,S3,M1,L3,D,0,2.00
F,3,4,2,M1,S2,M1,L2,D,1,4.00
F,4,4,1,M2,S1,M1,L2,B,1,1.00
F,8,10,1,H1,S2,M3,L2,B,1,1.00
F,1,2,2,M2,S3,M2,L1,B,4,0.68
F,10,0,2,M1,S0,M1,L1,B,2,1.00
F,6,2,2,M2,S2,M2,L3,D,1,1.58
F,4,0,2,H1,S2,M2,L2,D,2,2.00
F,1,4,2,H2,S2,M3,L2,B,4,1.00
P,1,2,2,M2,S5,M2,L2,D,1,11.27
F,14,14,2,M1,S5,M1,L2,D,0,6.02
F,5,8,2,M2,S1,M3,L2,D,1,0.61
F,11,0,2,M2,S1,M2,L2,D,2,1.30
F,1,2,2,H2,S1,M3,L3,D,1,11.63
F,3,14,2,M2,S3,M2,L2,B,0,4.00
P,6,0,2,M2,S5,M1,L1,D,2,1.00
F,1,6,2,M2,S1,M2,L2,E,0,1.78
P,3,6,3,M2,S5,M1,L2,D,0,2.00
F,1,4,2,M2,S3,M2,L2,B,1,4.00
F,14,20,2,M1,S3,M1,L2,B,0,10.87
F,1,6,2,H1,S1,M2,L2,E,0,3.00
F,1,8,2,M1,S1,M2,L4,B,0,2.96
F,4,20,2,M1,S2,M1,L3,D,0,0.34
P,9,0,2,M1,S5,M2,L1,B,2,1.00
P,10,4,3,M2,S5,M2,L3,D,2,1.00
F,5,4,2,M2,S1,M3,L2,B,4,1.00
F,15,4,2,M1,S2,M1,L2,B,0,3.00
F,10,10,2,M1,S1,M2,L4,B,0,1.00
P,6,2,2,M1,S2,M1,L2,B,0,5.00
F,11,14,2,M1,S0,M1,L4,B,0,2.38
F,6,14,2,M1,S1,M0,L1,D,0,11.45
F,12,10,2,M1,S1,M0,L1,D,0,2.94
F,5,14,2,M2,S0,M1,L2,D,1,1.00
F,12,8,2,M2,S1,M2,L2,D,1,4.86
F,12,2,2,H2,S3,M3,L2,E,4,1.00
F,11,10,2,M2,S1,M2,L1,D,1,0.42
P,6,8,2,M1,S5,M1,L2,D,0,5.21
F,6,0,2,M2,S3,M2,L1,B,0,2.00
F,14,8,2,C,S1,M1,L2,D,0,1.12
F,1,10,2,H1,S2,M1,L4,D,0,1.00
F,10,4,2,H1,S0,M3,L3,D,2,1.32
F,4,4,2,M2,S1,M1,L2,B,1,1.00
P,11,8,3,M2,S1,M2,L2,D,0,1.64
F,9,4,2,M2,S1,M1,L2,D,3,1.00
F,9,10,3,M2,S1,M1,L2,D,0,4.00
F,8,10,2,M1,S2,M0,L3,D,0,2.00
P,8,0,3,H1,S5,M3,L1,D,2,1.00
F,8,10,1,M1,S2,M1,L1,D,0,1.00
P,5,8,2,M1,S5,M1,L1,D,0,2.00
P,2,4,2,M1,S1,M0,L2,D,0,1.00
F,2,20,2,C,S1,M0,L3,B,0,1.84
P,2,6,2,M1,S2,M1,L3,B,0,1.00
F,7,0,2,H1,S1,M2,L1,D,2,1.00
F,6,0,2,H1,S3,M2,L1,D,4,2.00
F,6,10,2,H2,S1,M3,L2,B,0,1.75
F,1,0,2,H1,S2,M3,L1,E,5,1.00
F,14,14,1,M2,S2,M3,L1,B,0,1.00
F,5,14,1,H1,S3,M2,L1,B,0,0.75
P,12,8,2,H1,S2,M3,L3,D,0,1.00
F,4,10,2,H2,S3,M3,L1,D,1,1.00
F,14,20,3,M2,S1,M2,L2,B,0,0.26
F,4,4,2,H2,S3,M3,L2,D,2,1.00
F,13,6,2,H1,S1,M2,L3,D,1,1.00
F,5,10,2,M1,S1,M2,L3,B,0,1.00
F,7,8,3,M2,S1,M1,L3,D,0,0.08
F,10,2,3,M2,S2,M1,L3,D,0,1.00
P,9,0,2,H2,S5,M3,L2,D,5,0.65
F,4,14,2,H1,S1,M1,L2,D,0,1.21
F,6,8,2,H2,S1,M3,L3,D,2,0.37
P,6,6,2,H2,S5,M3,L2,D,0,1.00
F,1,6,2,H2,S2,M3,L2,B,2,1.00
F,3,20,2,C,S2,M1,L2,D,0,2.95
F,3,0,2,M1,S1,M2,L1,B,3,4.00
F,8,6,3,M1,S2,M1,L2,B,0,0.97
F,11,4,2,H1,S3,M2,L2,D,1,1.00
F,1,2,3,H1,S5,M2,L2,D,0,1.00
F,1,10,2,M1,S1,M2,L2,B,2,1.00
F,14,10,2,M1,S5,M1,L2,E,0,0.41
P,2,2,2,M2,S1,M1,L1,D,0,1.00
F,11,2,2,M2,S0,M2,L2,D,2,0.89
F,10,14,2,M2,S2,M2,L4,B,0,0.48
F,12,10,2,H2,S1,M3,L2,D,1,0.88
F,8,6,2,M1,S1,M0,L1,D,0,1.00
P,6,4,2,H2,S5,M3,L2,D,1,1.00
F,11,10,2,C,S0,M0,L4,B,0,0.91
F,3,4,2,H2,S1,M3,L1,D,4,1.00
F,1,0,3,M1,S1,M1,L2,B,3,1.00
P,3,0,2,M2,S5,M1,L1,D,1,0.12
F,8,10,2,M2,S2,M1,L2,D,1,0.61
F,3,6,2,M2,S1,M1,L2,D,2,1.43
F,2,20,2,H2,S2,M3,L1,B,0,1.61
F,3,10,1,M1,S3,M0,L1,B,0,0.52
F,4,6,3,M2,S1,M1,L2,D,1,1.00
F,8,20,2,M2,S2,M1,L2,D,0,1.00
F,3,14,2,H1,S2,M2,L4,D,0,0.30
F,6,8,3,M2,S1,M2,L2,B,0,1.00
P,14,4,2,H2,S1,M3,L2,D,0,0.84
F,10,2,2,M2,S1,M1,L2,D,2,1.00
P,6,2,2,M2,S5,M3,L2,D,3,1.00
F,8,2,2,M1,S3,M0,L1,B,1,1.00
P,3,2,2,M2,S5,M2,L3,D,4,0.57
F,4,8,2,M2,S1,M3,L2,B,0,1.98
P,14,4,2,M2,S3,M2,L1,D,0,0.37
P,2,4,2,M2,S2,M1,L1,D,1,1.00
F,5,2,2,M1,S1,M0,L3,D,0,1.00
P,11,0,3,M2,S5,M2,L1,D,3,0.69
F,10,4,2,M2,S3,M2,L1,D,1,1.00
P,4,14,2,M1,S5,M1,L1,B,0,1.00
F,1,0,2,H1,S3,M3,L2,B,2,1.00
F,1,0,3,M1,S2,M1,L3,D,2,1.00
F,12,10,2,H1,S1,M3,L4,D,0,0.54
P,8,2,2,H1,S5,M2,L2,D,1,1.00
F,3,4,2,M2,S2,M1,L1,D,1,4.00
F,12,14,2,M1,S1,M2,L2,B,0,13.59
F,1,20,2,M1,S1,M1,L1,B,0,149.26
F,9,0,2,M1,S0,M1,L1,D,0,1.00
F,1,4,2,M1,S1,M2,L4,B,0,1.00
F,5,10,2,M1,S2,M1,L2,B,0,199.37
F,4,2,2,M1,S3,M1,L1,B,1,2.28
F,4,6,2,H2,S2,M3,L1,D,0,1.00
F,8,4,2,H2,S1,M2,L1,D,1,0.77
F,11,14,2,M1,S1,M1,L3,D,0,7.31
F,11,2,2,M1,S3,M1,L1,D,0,1.00
F,2,10,2,M1,S1,M1,L1,B,0,191.94
F,13,10,2,C,S2,M1,L2,B,0,14.68
F,1,6,2,H1,S2,M3,L2,D,1,35.90
F,4,0,2,M1,S2,M1,L2,B,2,5.17
F,5,10,2,M1,S2,M1,L3,B,0,5.00
F,3,14,2,M1,S3,M0,L1,D,0,22.41
F,3,6,2,H1,S3,M2,L2,B,0,1.00
F,8,10,2,M1,S2,M1,L1,B,0,93.50
F,2,2,2,M2,S2,M2,L2,D,1,32.01
F,10,10,3,M2,S1,M1,L2,D,0,9.06
F,12,0,2,M2,S1,M2,L2,B,2,1.00
F,14,6,3,M2,S1,M2,L2,D,1,0.83
F,2,2,2,M1,S1,M1,L1,D,0,17.33
F,13,20,2,C,S3,M0,L1,B,0,28.34
F,2,6,2,M2,S3,M1,L2,D,0,8.54
F,11,4,2,M2,S2,M2,L3,D,0,10.58
F,10,10,2,M1,S1,M1,L3,D,0,14.58
F,8,10,3,M2,S1,M2,L2,D,0,6.00
F,1,20,1,H1,S2,M3,L2,B,0,1.00
F,1,0,2,M1,S1,M2,L2,D,0,17.83
F,14,4,2,M1,S1,M2,L3,D,0,2.85
F,1,2,2,C,S2,M0,L2,B,1,1.58
F,11,4,2,M2,S1,M2,L3,D,1,5.43
F,2,4,2,H2,S2,M3,L3,E,2,0.38
F,11,4,2,M1,S0,M1,L3,D,0,7.86
F,9,2,2,M2,S1,M3,L2,D,1,1.00
F,12,20,2,M1,S1,M2,L2,B,0,3.50
F,10,4,2,M1,S1,M1,L2,D,1,5.70
P,6,10,2,M1,S1,M1,L2,D,0,1.65
F,9,4,2,M2,S1,M1,L3,D,3,1.00
F,14,8,1,M1,S1,M1,L1,E,0,0.09
F,5,0,2,M2,S2,M1,L1,D,2,3.00
P,1,10,2,M1,S3,M1,L2,D,0,0.61
F,7,4,2,H1,S0,M2,L3,D,0,1.00
F,8,6,2,M1,S0,M1,L3,B,0,1.00
F,10,2,2,H1,S1,M2,L2,D,0,0.99
F,11,8,2,M1,S3,M2,L2,D,0,1.00
F,7,4,3,M2,S2,M1,L2,E,1,1.00
F,3,4,2,M2,S1,M3,L2,B,1,1.00
F,3,6,2,C,S2,M1,L1,B,0,7.92
F,1,14,2,M2,S2,M1,L1,B,1,3.00
F,10,6,2,M1,S3,M1,L1,D,0,1.00
P,12,2,2,M2,S5,M2,L2,D,1,3.00
F,4,2,2,H1,S2,M3,L2,D,2,4.00
F,6,14,2,M1,S3,M1,L4,B,0,2.48
F,2,8,2,M1,S1,M2,L1,D,0,4.00
F,14,4,2,M2,S0,M3,L2,D,0,1.17
P,1,10,2,M1,S5,M0,L1,D,0,2.00
F,1,14,2,M1,S0,M1,L1,B,0,4.00
F,1,8,2,M2,S3,M3,L2,D,0,8.39
P,10,0,2,M2,S5,M2,L1,D,1,2.00
F,2,0,2,M1,S1,M2,L2,B,4,1.00
F,1,20,1,H1,S3,M3,L2,B,0,1.00
F,2,14,2,M2,S3,M1,L2,B,0,1.00
F,11,6,2,H1,S0,M2,L2,D,0,4.44
F,5,6,2,M1,S1,M1,L2,B,1,1.00
F,3,8,3,M2,S1,M1,L1,D,0,2.09
F,14,4,2,H1,S0,M2,L2,D,0,3.00
F,5,0,2,H1,S2,M2,L2,D,2,2.00
F,1,2,3,M2,S1,M3,L2,B,1,1.00
F,13,10,2,M1,S3,M1,L2,D,0,13.50
F,1,4,2,H1,S1,M3,L4,D,0,0.80
F,11,14,2,M2,S0,M3,L2,B,0,1.24
F,12,4,2,M1,S1,M2,L1,B,0,1.00
F,14,4,2,M1,S2,M2,L2,B,0,1.74
F,9,6,2,M2,S0,M1,L2,D,1,1.00
F,1,20,2,H1,S3,M1,L2,D,0,1.00
P,14,0,2,M2,S5,M1,L1,D,4,1.72
F,3,14,2,H2,S2,M2,L2,D,0,1.00
F,2,10,2,M1,S1,M2,L4,B,0,1.00
F,1,0,3,M2,S2,M2,L2,D,2,1.00
P,1,4,2,H2,S5,M3,L1,D,3,0.30
P,1,6,3,M1,S5,M1,L1,D,0,1.00
F,13,20,2,M1,S0,M1,L1,B,0,1.55
P,2,0,2,M1,S3,M1,L1,D,0,2.00
F,1,0,2,H2,S1,M3,L3,D,2,0.90
F,5,6,2,H1,S1,M2,L2,D,2,2.99
P,1,8,2,H2,S5,M3,L2,E,0,3.00
F,3,4,2,M2,S5,M2,L2,D,0,1.00
F,10,10,2,M1,S1,M2,L4,D,0,1.00
F,5,6,2,M1,S1,M0,L4,B,0,1.00
F,1,0,2,M2,S3,M1,L3,D,2,1.00
F,14,14,1,H2,S1,M3,L2,B,0,0.58
F,1,20,2,H1,S3,M2,L2,B,0,1.43
F,2,6,2,M2,S1,M2,L2,D,2,3.00
F,5,14,2,C,S3,M3,L2,B,0,1.00
F,4,0,2,M1,S1,M2,L1,B,3,1.73
F,4,6,2,M1,S2,M1,L2,D,1,2.00
F,1,2,2,M1,S1,M1,L3,D,3,0.34
F,7,2,2,H1,S1,M2,L2,D,3,1.00
F,12,8,2,M2,S1,M3,L2,B,0,0.64
P,1,14,3,M2,S5,M2,L2,D,0,2.26
F,7,6,2,H1,S3,M3,L2,D,0,1.00
F,4,0,2,M1,S3,M1,L2,B,2,1.00
F,10,6,2,H2,S5,M3,L2,D,0,2.00
F,11,20,2,M1,S3,M0,L1,B,1,1.00
F,12,14,2,H1,S0,M3,L2,D,0,0.49
F,11,14,2,H2,S2,M3,L1,B,0,1.00
F,1,14,3,M2,S5,M1,L2,D,0,2.99
F,11,0,2,H1,S1,M3,L2,B,1,1.00
F,9,20,2,H2,S1,M3,L1,B,0,1.00
P,4,4,2,M1,S5,M1,L3,D,1,1.00
F,2,4,2,H1,S3,M2,L1,D,1,1.00
F,10,6,3,H1,S1,M2,L2,D,0,0.44
F,4,20,1,H2,S3,M3,L1,B,0,0.16
F,10,4,2,C,S2,M1,L2,B,0,1.00
F,12,20,2,M1,S2,M0,L1,D,0,1.00
F,8,0,2,M2,S2,M1,L1,B,2,1.00
F,10,4,2,M1,S2,M1,L1,D,1,1.00
F,4,0,2,M1,S3,M1,L1,E,3,1.00
F,8,20,3,C,S2,M0,L1,D,0,1.00
P,8,6,2,M2,S5,M3,L3,D,1,0.74
P,1,2,2,H2,S5,M3,L4,D,1,1.00
F,1,2,2,M1,S2,M1,L2,E,3,2.00
F,11,2,2,M1,S2,M1,L2,D,2,1.00
P,3,4,2,M2,S1,M2,L2,D,4,1.00
F,1,0,2,M2,S0,M2,L3,D,1,1.00
F,6,4,2,M1,S1,M1,L4,D,0,1.00
P,11,2,2,M2,S1,M1,L3,D,1,1.00
F,15,10,2,M1,S1,M2,L3,B,0,1.00
F,7,20,2,M1,S2,M3,L1,B,0,0.61
F,10,10,2,M1,S3,M1,L4,B,0,1.00
F,14,6,2,H2,S3,M3,L2,D,2,0.56
P,4,4,2,M2,S3,M2,L1,B,0,1.00
P,6,2,2,M1,S5,M1,L2,B,0,1.00
P,8,0,2,H1,S5,M3,L1,D,4,1.00
F,5,10,2,M2,S3,M2,L1,D,0,12.27
F,2,8,2,M2,S2,M2,L2,D,0,127.95
F,3,6,2,M2,S2,M2,L2,D,0,89.86
F,10,0,2,M2,S1,M2,L2,D,0,3.00
F,1,10,2,M1,S2,M0,L4,D,0,8.06
F,14,10,2,C,S1,M1,L2,D,0,3.98
F,1,14,2,C,S3,M1,L3,B,0,13.62
F,5,2,2,M1,S1,M1,L2,D,2,2.78
F,2,10,3,M2,S2,M2,L2,D,0,20.65
F,7,10,2,C,S1,M1,L1,B,0,32.56
F,1,0,2,M1,S3,M1,L1,D,1,8.55
F,15,0,2,M2,S2,M1,L2,D,0,2.00
F,7,10,2,M2,S2,M3,L2,B,0,1.00
F,5,14,2,M1,S2,M0,L2,B,0,9.71
F,1,4,2,H1,S1,M3,L1,D,1,9.79
F,5,10,2,M2,S2,M1,L3,D,0,1.98
F,9,6,2,M2,S1,M2,L1,D,0,16.65
P,1,10,2,M2,S5,M1,L2,D,0,8.00
F,8,8,2,M1,S1,M0,L2,B,0,2.00
F,5,10,2,M1,S1,M2,L1,D,0,6.00
F,8,6,2,M1,S3,M1,L1,B,1,2.00
F,2,2,2,M2,S2,M2,L3,D,1,3.28
P,11,8,2,H2,S5,M3,L2,B,0,0.25
F,3,4,2,M2,S3,M2,L1,D,2,2.00
P,9,14,2,M1,S1,M1,L2,B,0,0.28
F,9,2,2,M1,S1,M1,L1,B,3,1.00
F,1,10,2,M1,S3,M0,L3,B,0,3.08
F,4,10,2,M1,S1,M0,L1,B,0,8.00
F,14,10,1,H1,S2,M3,L2,B,0,0.85
F,13,14,2,M1,S2,M0,L1,D,0,12.28
F,14,14,2,C,S2,M0,L2,D,0,2.82
F,2,2,2,M2,S1,M1,L2,D,3,2.00
P,1,10,2,M2,S5,M2,L1,D,0,2.42
F,4,0,2,H1,S2,M2,L1,D,1,1.00
F,6,8,3,M2,S2,M2,L1,D,0,5.00
F,5,4,3,M2,S1,M1,L2,D,1,1.00
F,3,8,2,M2,S3,M1,L1,D,0,4.00
F,1,0,2,M1,S5,M1,L1,D,0,4.13
P,14,6,2,M1,S2,M1,L2,D,0,2.94
F,7,8,2,M2,S2,M2,L1,D,0,7.59
F,2,6,2,H1,S2,M3,L3,D,0,2.00
F,5,4,2,H1,S3,M2,L2,D,0,2.00
P,14,4,2,H1,S5,M2,L3,D,1,1.00
F,11,20,2,M2,S1,M1,L2,D,0,3.38
P,5,0,2,H1,S5,M2,L2,B,1,1.00
F,4,4,2,M2,S1,M1,L3,E,0,0.71
F,12,2,2,M1,S2,M2,L2,D,0,1.00
F,14,2,2,M1,S2,M1,L2,B,1,2.96
P,2,0,2,M1,S3,M1,L1,B,2,2.00
F,8,0,2,H1,S1,M2,L2,D,1,1.00
F,1,14,2,M1,S1,M1,L1,D,1,3.00
P,6,8,2,M1,S1,M1,L1,B,0,1.00
P,14,0,2,M2,S2,M2,L2,D,0,0.53
F,5,14,3,M1,S2,M1,L1,D,0,3.34
F,11,20,2,M1,S1,M0,L3,D,0,2.00
F,4,2,2,M2,S3,M1,L2,B,2,1.46
F,14,10,2,C,S2,M1,L1,D,0,0.47
F,9,4,2,C,S1,M0,L2,B,0,1.69
F,2,4,3,M2,S5,M2,L1,D,0,1.00
F,1,2,2,H2,S1,M3,L2,B,0,1.89
F,11,14,2,H1,S2,M3,L1,D,0,0.76
F,6,6,3,M1,S1,M1,L2,D,0,1.00
P,11,8,2,M2,S5,M2,L1,D,1,0.66
F,1,0,2,H2,S5,M3,L1,D,1,1.00
P,1,0,2,M2,S2,M2,L1,B,4,5.83
F,8,10,2,H1,S2,M3,L2,D,0,3.28
P,1,14,2,M1,S1,M1,L1,B,0,1.64
F,10,14,2,M2,S2,M2,L2,B,0,3.17
F,12,20,2,C,S0,M1,L1,B,0,2.00
P,1,2,2,M1,S1,M1,L3,D,0,3.02
P,1,4,2,H1,S2,M2,L2,D,0,1.33
F,10,6,2,M2,S1,M2,L3,D,1,1.31
F,11,20,2,M1,S3,M0,L2,D,0,1.29
F,12,4,2,M1,S5,M1,L2,D,0,0.56
P,1,4,2,M2,S5,M1,L2,E,3,1.00
F,1,6,2,M2,S2,M2,L4,D,1,1.00
F,5,0,2,M2,S1,M1,L2,D,2,3.65
F,9,2,2,C,S2,M1,L2,B,0,1.00
F,1,6,2,H1,S2,M3,L1,D,2,1.91
F,9,2,2,M1,S1,M2,L1,D,0,2.00
F,3,14,2,M2,S3,M2,L3,D,0,0.77
F,4,10,2,H2,S2,M3,L1,B,2,0.66
F,14,8,2,C,S2,M1,L1,B,0,5.27
F,13,4,2,C,S1,M0,L2,B,0,2.00
F,12,4,2,H1,S1,M2,L3,D,1,1.33
F,2,8,2,H1,S1,M3,L2,D,1,2.02
P,2,2,3,M2,S5,M2,L3,D,0,1.00
F,14,4,3,M2,S5,M1,L4,D,0,0.11
F,8,2,2,M2,S1,M3,L3,D,1,1.51
F,1,2,2,H2,S2,M2,L1,D,1,3.00
F,1,0,2,M1,S2,M1,L3,B,1,4.00
P,1,2,2,M1,S2,M2,L2,B,1,1.00
F,12,0,2,H1,S3,M2,L2,D,3,1.00
F,10,0,2,H1,S1,M2,L1,D,3,1.00
F,9,4,2,H1,S2,M1,L1,E,0,1.00
F,12,6,2,M1,S2,M2,L1,D,0,0.94
F,2,6,2,M2,S1,M1,L1,D,1,2.55
P,1,2,2,M2,S2,M1,L4,D,0,1.46
P,1,4,2,M2,S5,M2,L3,B,0,1.00
F,5,10,2,M2,S2,M2,L1,B,1,1.00
F,15,8,2,M2,S2,M1,L2,D,0,1.00
P,4,10,2,M1,S2,M1,L2,B,0,2.00
P,4,8,2,M2,S3,M1,L3,D,0,0.98
F,12,10,2,H1,S1,M2,L1,D,0,1.00
F,10,0,2,M2,S2,M2,L1,D,2,1.00
P,12,0,2,M1,S5,M2,L1,B,0,1.28
F,5,2,2,M2,S1,M2,L4,D,1,1.00
P,1,0,2,M2,S5,M1,L1,E,3,1.00
F,1,8,3,M1,S5,M2,L2,B,0,0.91
F,3,10,3,M1,S3,M1,L2,B,0,1.00
P,7,8,2,M1,S1,M1,L1,B,0,1.00
F,10,4,2,H1,S1,M3,L2,D,2,1.15
F,6,4,2,M2,S2,M1,L2,B,1,1.00
F,9,10,2,M2,S1,M2,L3,D,1,1.00
F,7,20,2,M1,S2,M0,L4,D,0,1.00
F,14,4,3,M2,S1,M2,L4,D,0,0.08
P,1,14,2,C,S2,M1,L2,B,0,1.00
P,5,14,3,M1,S5,M1,L2,D,0,0.29
F,8,8,2,M2,S1,M1,L2,B,0,2.00
F,2,0,2,H2,S2,M3,L3,D,3,1.00
P,7,4,3,M2,S2,M1,L2,D,0,1.00
F,11,0,2,M2,S2,M1,L2,D,1,0.50
F,4,2,2,H2,S1,M3,L4,D,1,0.32
F,8,2,2,H1,S1,M2,L1,D,2,1.66
F,1,8,2,H1,S1,M3,L3,D,0,1.00
F,4,2,2,M2,S2,M1,L3,D,2,2.00
F,5,4,2,H2,S1,M2,L2,D,4,1.00
F,3,2,2,M1,S1,M1,L4,B,0,2.00
F,6,10,2,H2,S2,M3,L3,D,1,1.00
F,1,2,2,H2,S2,M3,L1,E,2,1.00
F,5,4,2,M1,S2,M0,L3,D,0,0.30
P,14,6,2,H1,S5,M2,L2,D,1,0.26
F,14,0,2,M2,S2,M2,L4,D,0,1.00
F,1,0,2,M2,S3,M1,L2,D,3,2.00
F,4,4,2,M1,S1,M1,L2,B,1,2.00
F,3,0,3,M1,S3,M2,L2,B,0,1.00
F,1,4,2,C,S2,M2,L2,B,0,1.00
F,13,10,3,M1,S2,M1,L1,D,0,1.00
P,1,2,3,M1,S5,M2,L3,D,0,1.00
F,3,8,2,H2,S2,M3,L2,D,0,1.00
P,13,2,2,H1,S5,M2,L2,E,1,1.00
P,10,8,2,M1,S2,M0,L1,B,0,1.00
